LandUse,LotArea,BldgArea,NumBldgs,NumFloors,UnitsRes,LotFront,LotDepth,BldgFront,BldgDepth,ProxCode,LotType,AssessLand,BuiltFAR,BoroCode,BBL,XCoord,YCoord,ZoneMap,Sanborn,TaxMap,PLUTOMapID,Shape_Leng,Shape_Area,Largest Property Use Type - Gross Floor Area (ft²),Building Age,ENERGY STAR Score,Weather Normalized Source EUI (kBtu/ft²),Weather Normalized Site Natural Gas Use (therms),Weather Normalized Site Energy Use (kBtu),Latitude,Longitude,NTA,GeoID,ntaname,Mean household income (dollars),Civilian noninstitutionalized population with private insurance,Population in labour force,Population with determined poverty status,Population with 65 years and over,Population,Total households,School Employees,Population with bachelor’s degree or higher,Married males,Married females,Average household size,Vacant housing units,Median Gross Rent (dollars),Housing units with 3 or more vehicles available
4,23908,171664,1,31.0,68,36.0,161.2,35.0,161.0,3,3,1750954,7.18,1,1018717501,992365,229707,5d,17S 036,10703,1,901.506193,25595.68452,175428.0,11,2,177.2,80260.5,16121101.3,40.796754,-73.970727,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,9356,113202,1,38.0,64,54.17,148.0,54.0,83.0,3,5,1133549,12.1,1,1018717502,992657,229554,5d,107S036,10703,1,470.6366159,8800.572894,132360.0,13,40,140.0,45199.6,9441915.8,40.796902,-73.970135,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,9086,94804,1,12.0,57,77.0,118.0,76.0,106.0,2,3,675000,10.43,1,1018890072,992058,230534,5d,107S034,10703,1,465.0561796,10828.07565,94804.0,108,81,89.8,54291.7,6433290.5,40.799537,-73.971752,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,8585,62605,1,10.0,40,85.0,100.92,84.0,88.0,3,5,450000,7.29,1,1018910011,992549,231030,5d,107S041,10703,1,380.438643,8960.962614,62605.0,93,91,89.1,36608.3,4281246.5,40.80047,-73.969812,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,22650,259607,1,15.0,167,150.0,151.0,148.0,140.0,2,3,2506500,11.46,1,1018720043,992785,229791,5d,107S036,10703,1,616.3369255,23740.57623,269451.0,93,51,120.3,17346.8,24697631.5,40.797538,-73.968755,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,4945,25816,1,7.0,34,49.0,100.92,49.0,89.0,3,5,166500,5.22,1,1018600011,993927,230567,5d,107S046,10703,1,312.9798346,5266.976178,25816.0,94,24,130.5,14915.0,2135849.3,40.799343,-73.965189,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,8000,74899,1,13.0,53,80.0,100.0,70.0,100.0,2,3,585000,9.36,1,1018910035,992435,231224,5d,107S041,10703,1,374.5743269,8674.590729,74899.0,98,88,100.1,49799.7,5791411.2,40.801425,-73.970415,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,5000,53297,1,13.0,50,50.0,100.92,50.0,90.0,2,3,585000,10.66,1,1018930001,992894,232051,5d,107S049,10703,1,317.8121329,5713.848828,53295.0,113,74,93.7,1429.5,3959964.2,40.80356,-73.968832,Morningside Heights,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
2,7570,28285,3,5.0,30,100.0,100.92,75.0,90.0,3,5,315000,3.74,1,1018440055,995113,230971,5d,107S055,10702,1,357.52398,7824.96886,28285.0,117,31,155.9,29464.6,3416738.1,40.800818,-73.960637,Morningside Heights,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,35100,232452,1,15.0,132,260.0,135.0,260.0,130.0,1,5,3951000,6.62,1,1018337506,993668,228685,5d,107S039,10702,1,783.7988754,34707.6553,186152.0,12,1,218.2,113317.6,25199269.3,40.794559,-73.966272,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,12683,95400,1,10.0,81,126.83,100.0,127.0,88.0,2,3,540000,7.52,1,1018730020,992857,229973,5d,107S036,10703,1,469.5874302,13537.26864,91500.0,112,9,163.8,74293.9,9995023.7,40.797607,-73.968878,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,7569,41520,1,8.0,32,75.0,100.92,75.0,85.0,3,5,675000,5.49,1,1018880076,991962,229978,5d,107S034,10703,1,372.9203963,8498.365602,41520.0,79,55,121.2,34253.1,3937404.9,40.797981,-73.971756,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,24757,257760,1,16.0,287,318.5,247.0,80.0,227.0,1,5,819450,10.41,1,1018520031,993482,229055,5d,107S038,10703,1,792.5984985,24764.06925,257760.0,56,47,144.0,190531.1,25161687.9,40.79541,-73.966744,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,7569,31818,1,6.0,30,75.0,100.92,75.0,86.0,2,5,45000,4.2,1,1018430022,995239,230482,5d,107S048,10702,1,355.458982,7693.45895,31818.0,114,15,172.5,31564.9,3932833.1,40.798993,-73.960165,Morningside Heights,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,8074,33200,1,6.0,36,80.0,100.92,80.0,88.0,3,5,382500,4.11,1,1018750026,993225,230356,5d,107S043,10703,1,381.6758079,8924.675353,37560.0,117,100,81.1,449.8,2807396.1,40.798671,-73.967487,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,8880,37932,1,6.0,36,88.0,100.92,86.0,84.0,3,5,310950,4.27,1,1018590024,994102,230168,5d,107S045,10703,1,378.7991315,8895.436739,40587.0,69,25,130.4,33077.8,3957965.4,40.798239,-73.964572,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,6055,26040,1,6.0,25,60.0,100.92,60.0,86.0,2,5,450000,4.3,1,1018700042,992615,229317,5d,107S035,10703,1,330.3437625,6316.796179,26040.0,94,58,132.4,22013.2,2607376.9,40.796245,-73.969572,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,11683,108377,1,12.0,68,116.83,100.0,106.0,100.0,2,3,630000,9.28,1,1018720061,992356,230049,5d,107S036,10703,1,453.5187532,12777.39309,108377.0,106,91,92.4,70917.8,8008534.8,40.798387,-73.970911,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,15138,66492,1,6.0,50,150.0,100.92,150.0,90.0,3,5,450000,4.39,1,1018770042,993389,230983,5d,107S044,10703,1,505.2053992,15427.6941,71146.0,94,88,98.2,43147.1,5456124.9,40.800806,-73.966604,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,10092,108052,1,16.0,76,100.0,100.92,100.0,80.0,3,5,900000,10.71,1,1018780025,993616,231083,5d,107S044,10703,1,407.816159,10389.91091,130000.0,91,97,76.0,59232.6,7229947.2,40.800707,-73.96633,Morningside Heights,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,12615,53250,1,6.0,53,125.0,100.92,124.0,86.0,2,5,630000,4.22,1,1018780037,993655,231180,5d,107S044,10703,1,461.8931802,13226.93993,57687.0,94,100,42.1,392.6,892146.9,40.801314,-73.965719,Morningside Heights,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,9284,95175,1,15.0,52,92.0,100.92,92.0,80.0,3,5,630000,10.25,1,1018920006,992759,231556,5d,107S042,10703,1,398.6530428,9890.489365,111236.0,93,97,71.7,47609.5,5822733.0,40.802015,-73.969443,Morningside Heights,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,14000,92431,1,13.0,56,175.0,80.0,175.0,80.0,1,3,1763999,6.6,1,1018337505,993532,228491,5d,17S 039,10702,1,522.6361028,15015.9079,59052.0,12,2,239.0,60010.1,11638715.2,40.794049,-73.966644,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,10330,112541,1,14.0,69,71.25,145.0,71.0,133.0,1,3,1395000,10.89,1,1018760046,993232,230791,5d,107S043,10703,1,419.4009429,9711.995087,120580.0,102,93,78.4,53064.0,6832641.2,40.800247,-73.967377,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,7500,30218,2,7.0,83,75.0,100.0,50.0,88.0,3,5,625500,4.03,1,1018920046,993035,231722,5d,107S042,10703,1,377.0716912,8649.030419,32484.0,119,4,257.9,56989.8,6553565.4,40.802454,-73.968045,Morningside Heights,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
8,5525,29640,1,7.0,0,54.75,100.92,55.0,88.0,2,5,270900,5.36,1,1018730024,992920,229925,5d,107S036,10703,1,326.9105045,5930.525111,29640.0,94,40,241.2,43865.8,5294808.5,40.795236,-73.963241,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,22800,149359,1,15.0,100,285.0,80.0,285.0,80.0,1,3,3456000,6.55,1,1018527502,992967,229317,5d,107S038,10703,1,741.2538726,23796.49638,111237.0,11,26,198.0,74315.2,15206549.7,40.796199,-73.968788,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,10092,54250,1,7.0,31,100.0,100.92,96.0,100.0,2,3,1172709,5.38,1,1018707501,992255,229396,5d,107S035,10703,1,419.9194986,11017.61726,59780.0,99,8,160.6,15035.4,6887283.5,40.796122,-73.971193,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,10092,43092,1,6.0,44,100.0,100.92,91.0,101.0,2,3,526491,4.27,1,1018807501,994009,231583,5d,107S051,10703,1,412.8657905,10653.16529,54911.0,19,70,176.9,41375.6,6054787.5,40.802395,-73.964375,Morningside Heights,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,7092,50867,1,12.0,49,100.0,70.92,100.0,53.0,3,5,449995,7.17,1,1018817503,993863,231941,5d,17S 051,10703,1,350.7504245,7536.209866,55953.0,108,55,114.6,42311.1,4934644.9,40.803474,-73.965079,Morningside Heights,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,43999,110175,11,5.0,123,253.0,201.83,83.0,87.0,1,3,1530000,2.5,1,1018370021,994470,229136,5d,107S040,10702,1,938.5312603,46864.07301,132444.0,73,85,92.9,56919.5,7950084.1,40.7959,-73.962926,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,24477,257760,1,16.0,287,0.0,0.0,0.0,0.0,1,5,802350,10.53,1,1018520012,993265,228664,5d,107S037,10703,1,754.0667214,25297.78353,257760.0,56,68,122.2,190773.8,23169281.6,40.794417,-73.966398,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,19710,150289,2,12.0,47,100.92,202.35,100.0,230.0,3,3,1567351,7.63,1,1018707502,992510,229254,5d,107S035,10703,1,621.3193075,21831.95815,151729.0,108,25,120.1,107740.2,13717417.7,40.795551,-73.969839,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,14798,153653,1,12.0,97,101.42,150.0,100.0,139.0,2,3,666000,10.38,1,1018880087,991732,230107,5d,107S034,10703,1,508.4879582,15909.43406,153653.0,79,76,90.9,72612.2,9524505.7,40.79839,-73.972955,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,16370,211041,1,15.0,129,102.58,171.67,100.0,156.0,2,3,1035000,12.89,1,1018890001,991821,230235,5d,107S034,10703,1,545.861634,17469.96132,211041.0,79,94,80.2,103499.6,12511875.8,40.798502,-73.972709,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,13517,159770,1,15.0,86,103.25,153.0,102.0,141.0,3,3,900000,11.82,1,1018890036,991882,230322,5d,107S034,10703,1,504.6288428,15397.08735,163352.0,92,95,81.6,90494.4,10686826.0,40.798941,-73.972323,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,13517,159770,1,15.0,86,103.25,153.0,102.0,141.0,3,3,900000,11.82,1,1018890036,991882,230322,5d,107S034,10703,1,504.6288428,15397.08735,159770.0,79,79,88.2,90496.0,10686979.2,40.798941,-73.972323,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
4,15832,166832,1,16.0,106,104.83,153.0,104.0,142.0,2,3,652051,10.54,1,1018897501,992117,230074,5d,107S034,10703,1,536.6656763,17113.32896,198628.0,91,86,87.0,107306.5,12879286.2,40.798027,-73.971196,Upper West Side,MN0703,Upper West Side-Manhattan Valley,148596.0,37544,29003,51447,10930,52334,23109,10802,24939,20800,24693,2.2,3230,1469.0,75
3,5750,25056,1,6.0,24,37.5,154.17,38.0,128.0,3,5,508500,4.36,1,1012390058,991280,227887,5d,107S027,10409,1,395.1254179,6219.907658,25056.0,109,49,121.6,354.5,2376309.6,40.792569,-73.974796,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,10217,109896,1,16.0,64,100.0,102.17,100.0,85.0,3,5,1908000,10.76,1,1011950014,991715,224506,5d,107S010,10408,1,413.6521352,10682.58663,120741.0,92,81,93.1,69135.9,8374189.2,40.782421,-73.972622,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,7500,80328,1,15.0,60,75.0,100.0,75.0,82.0,3,5,1561500,10.71,1,1012330002,990376,226474,5d,107S019,10409,1,356.4348855,7751.494297,80328.0,95,79,94.2,43754.1,5437542.8,40.788406,-73.978195,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,6384,26928,1,6.0,24,63.42,100.67,64.0,88.0,2,5,711000,4.22,1,1012520072,990967,228689,5d,107S026,10409,1,336.9879696,6687.580319,26938.0,109,67,110.3,17203.3,2136623.0,40.794177,-73.974716,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,10877,72000,1,9.5,201,108.0,100.71,108.0,86.0,2,5,1800900,6.62,1,1012170057,991441,226328,5d,107S021,10408,1,432.9872944,11717.06463,72000.0,105,65,172.3,54895.8,7860752.6,40.7879,-73.973454,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,5721,45774,1,7.0,30,102.17,56.0,117.0,48.0,3,3,1048500,8.0,1,1012440044,989577,225387,5d,107S016,10409,1,329.1996399,6087.544251,48978.0,99,73,82.6,21134.5,2765456.2,40.785261,-73.980511,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,7950,99435,1,15.0,48,100.0,78.67,79.0,90.0,2,3,1255500,12.51,1,1012450025,989869,225964,5d,107S016,10409,1,366.2512152,8205.945819,100435.0,90,95,89.7,1403.9,6494937.5,40.786682,-73.979485,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,28617,229410,1,27.0,180,201.42,142.08,201.0,142.0,1,3,3667500,8.02,1,1012040001,992640,226807,5d,107S031,10408,1,683.0880136,27893.15018,210207.0,51,89,89.7,12516.0,7891939.0,40.788816,-73.969712,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
4,9192,76453,1,13.0,60,91.92,100.0,82.0,100.0,2,3,323102,8.32,1,1018697502,991983,229375,5d,107S035,10703,1,395.0293511,9746.194185,76453.0,81,47,137.3,863.4,8299640.0,40.796348,-73.972002,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
4,9192,76453,1,13.0,60,91.92,100.0,82.0,100.0,2,3,323102,8.32,1,1018697502,991983,229375,5d,107S035,10703,1,395.0293511,9746.194185,81804.0,105,100,42.7,1855.3,1364891.1,40.796348,-73.972002,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
8,5940,29000,2,4.0,1,40.0,201.42,40.0,101.0,3,5,1002600,4.88,1,1012020040,992864,226088,5d,107S024,10408,1,523.7560224,7990.63526,120000.0,108,98,40.1,6239.1,2108803.8,40.78747,-73.968532,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,21350,238548,1,15.0,83,201.42,108.0,201.0,96.0,1,3,5850000,11.17,1,1012000031,992728,225561,5d,107S023,10408,1,634.9455115,22304.13872,258000.0,91,82,90.7,116590.3,15647138.4,40.785626,-73.969107,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,7775,64776,1,12.0,72,75.0,104.33,75.0,86.0,3,5,1098000,8.33,1,1011950010,991618,224561,5d,107S010,10408,1,367.180703,8087.358987,69958.0,105,79,96.8,38572.1,4828306.2,40.782509,-73.972824,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,13350,102791,1,9.0,84,145.0,117.25,145.0,116.0,2,3,2331000,7.7,1,1012520005,990862,228429,5d,107S025,10409,1,494.9553336,13989.93658,102791.0,115,27,128.5,66819.2,8892323.4,40.793705,-73.976655,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
5,21625,35812,1,2.0,0,204.34,107.58,201.0,103.0,1,3,7200000,1.66,1,1012300008,990148,225740,5d,107S014,10409,1,661.1659533,24358.48971,67121.0,99,5,232.7,2788.2,5752024.3,40.785886,-73.978474,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,12583,156303,1,15.0,96,100.67,125.0,101.0,125.0,2,3,1858500,12.42,1,1012520050,991219,228430,5d,107S026,10409,1,458.1699209,13010.54184,166723.0,91,90,81.8,9413.7,9948139.4,40.793521,-73.974485,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
4,13274,64650,1,7.0,44,75.67,175.42,75.0,143.0,2,3,540000,4.87,1,1018690029,992506,228943,5d,107S035,10703,1,508.7942133,13856.9249,59317.0,118,20,225.9,76705.4,10009701.5,40.795002,-73.969691,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,4950,25288,1,7.0,27,51.33,105.75,49.0,94.0,3,5,625500,5.11,1,1012460058,989599,226703,5d,107S017,10409,1,341.7235209,5636.65186,25288.0,99,13,156.8,26642.7,3081038.8,40.789018,-73.980958,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,8359,35808,1,5.0,43,83.0,100.71,83.0,64.0,3,5,724500,4.28,1,1012010023,992691,225820,5d,107S024,10408,1,377.1355423,8772.672576,35808.0,99,100,36.0,558.8,495480.5,40.786161,-73.969277,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,4219,55840,1,15.0,65,42.17,100.0,42.0,86.0,2,3,567000,13.24,1,1012420001,991514,228531,5d,107S028,10409,1,296.8128047,4637.917845,51152.0,119,66,112.7,36240.3,4323376.5,40.794043,-73.974084,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,10217,100400,1,12.0,41,102.17,100.0,100.0,88.0,2,3,1669500,9.83,1,1012450019,989813,225863,5d,107S016,10409,1,417.223294,10873.57302,118935.0,108,73,81.4,56617.4,6995603.5,40.786504,-73.979612,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,10250,112000,1,14.0,68,102.67,100.0,103.0,90.0,2,3,1570500,10.93,1,1012460029,990069,226325,5d,107S017,10409,1,427.5368777,11399.56952,115360.0,97,71,97.3,67903.6,8251711.1,40.78778,-73.978676,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,6207,43896,1,9.0,45,60.75,102.17,61.0,88.0,3,5,945000,7.07,1,1012110056,990688,224893,5d,107S011,10408,1,330.4189153,6330.77993,43896.0,92,76,99.4,28827.2,3359362.7,40.784028,-73.97638,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,5500,25890,1,6.0,48,37.5,147.25,38.0,123.0,3,5,702000,4.71,1,1012520024,991049,228318,5d,107S025,10409,1,373.7168474,5738.38624,26537.0,92,2,253.4,55954.7,5898866.8,40.793466,-73.974969,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,14493,162676,1,16.0,100,140.67,104.33,127.0,84.0,2,5,4090500,11.22,1,1011290050,991058,223434,8c,107S008,10406,1,487.0122495,14523.51968,162676.0,91,100,89.3,83541.7,10411854.8,40.780141,-73.975201,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,9625,64598,1,8.0,100,75.0,131.0,75.0,112.0,3,5,3361500,6.71,1,1012510063,990944,228090,5d,107S025,10409,1,423.4857721,10260.71844,64000.0,99,59,140.0,38037.7,5578125.0,40.792802,-73.975348,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,7553,48155,1,8.0,34,75.0,100.67,75.0,84.0,1,5,733500,6.38,1,1012370005,990972,227367,5d,107S020,10409,1,379.0490369,8731.434155,48155.0,99,55,100.3,30287.6,3618461.2,40.790532,-73.975761,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
4,10092,57300,1,7.0,31,100.92,100.0,100.0,94.0,3,3,450000,5.68,1,1018680044,992266,228913,5d,107S035,10703,1,422.8608339,11167.47917,57300.0,109,1,225.1,55177.7,8055433.0,40.795211,-73.971035,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,6436,51453,1,12.0,60,63.0,102.17,63.0,81.0,3,5,1048500,7.99,1,1012100009,990550,224545,5d,107S011,10408,1,340.1360046,6758.22153,55471.0,108,68,103.1,33380.0,4128326.4,40.782617,-73.977042,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
4,8309,104893,1,16.0,166,82.5,100.71,83.0,101.0,3,5,1818900,12.62,1,1012000011,992289,225745,5d,107S023,10408,1,378.8314653,8866.127218,112293.0,92,84,105.9,3066.9,8886388.9,40.785975,-73.970934,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
4,7752,46845,1,9.0,36,76.33,102.17,76.0,85.0,3,5,603000,6.04,1,1011970113,991951,224980,5d,107S010,10408,1,366.611406,8167.600444,46845.0,106,77,110.6,32708.1,3893871.4,40.78401,-73.972325,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
4,11531,141498,2,16.5,153,114.5,100.71,115.0,100.0,3,5,4862250,12.27,1,1012000019,992479,225639,5d,107S023,10408,1,443.9230532,12279.48763,141498.0,92,59,120.7,18286.8,7243912.3,40.785838,-73.970606,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
3,13017,162075,1,15.0,96,102.17,127.42,102.0,127.0,3,3,2236500,12.45,1,1012290001,989868,225529,5d,107S014,10409,1,477.9484243,14105.99578,172880.0,91,93,78.7,1799.4,9942825.5,40.785801,-73.980088,Upper West Side,MN0702,Upper West Side (Central),241323.0,78267,57572,94587,20591,95311,47527,15866,61056,36943,45524,1.98,9798,2139.0,239
