LandUse,LotArea,BldgArea,NumBldgs,NumFloors,UnitsRes,LotFront,LotDepth,BldgFront,BldgDepth,ProxCode,LotType,AssessLand,BuiltFAR,BoroCode,BBL,XCoord,YCoord,ZoneMap,Sanborn,TaxMap,PLUTOMapID,Shape_Leng,Shape_Area,Largest Property Use Type - Gross Floor Area (ft²),Building Age,ENERGY STAR Score,Weather Normalized Source EUI (kBtu/ft²),Weather Normalized Site Natural Gas Use (therms),Weather Normalized Site Energy Use (kBtu),Latitude,Longitude,NTA,GeoID,ntaname,Mean household income (dollars),Civilian noninstitutionalized population with private insurance,Population in labour force,Population with determined poverty status,Population with 65 years and over,Population,Total households,School Employees,Population with bachelor’s degree or higher,Married males,Married females,Average household size,Vacant housing units,Median Gross Rent (dollars),Housing units with 3 or more vehicles available
3,12168,102951,1,12.0,48,104.33,117.5,109.0,94.0,2,3,495000,8.46,1,1018950038,993392,233125,5c,107N063,10703,1,439.9329968,11894.52915,102951.0,110,57,93.0,60673.4,7210264.8,40.806535,-73.96723,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,7569,62250,1,10.0,41,75.0,100.92,75.0,82.0,3,5,472500,8.22,1,1018960083,993813,233788,5c,107N063,10703,1,366.0842487,8164.617379,59000.0,53,85,89.7,35726.2,4122698.7,40.808626,-73.965322,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,7575,57430,1,8.0,37,75.0,101.0,75.0,84.0,3,5,274050,7.58,1,1018850043,994434,232843,5c,107N065,10703,1,359.4686767,7834.153848,42128.0,111,100,39.4,3219.8,794463.4,40.805954,-73.963087,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,8410,53085,1,8.0,41,83.33,100.92,83.0,82.0,3,5,630000,6.31,1,1018820051,993876,232254,5d,107N052,10703,1,375.9976251,8707.947357,53085.0,109,92,98.2,31637.9,3942529.8,40.804349,-73.965103,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,15007,65496,1,6.0,62,100.0,153.0,100.0,130.0,3,5,252450,4.36,1,1019950010,995457,236507,5c,107N092,10707,1,506.6429168,15146.88985,65496.0,93,73,118.3,2935.9,6365928.9,40.815464,-73.959538,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,10538,51870,1,7.0,70,126.08,91.58,126.0,79.0,2,5,225000,4.92,1,1019930015,995111,235462,5c,107N078,10707,1,424.6314236,10748.79254,52000.0,78,49,144.6,2536.1,5868118.3,40.812651,-73.960518,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,10100,75569,1,8.0,41,100.0,100.92,100.0,85.0,3,5,351450,7.48,1,1018840011,994071,232626,5c,107N052,10703,1,411.8095311,10594.04359,57760.0,110,79,104.4,37879.5,4521858.2,40.805046,-73.964782,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,7569,31878,1,6.0,36,75.0,100.92,75.0,85.0,2,5,155700,4.21,1,1019630006,995771,234125,5c,107N081,10707,1,370.4749248,8422.453067,31878.0,93,81,114.4,24773.6,2850894.4,40.808969,-73.95831,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,9988,41967,1,6.0,36,108.17,95.0,108.0,80.0,3,5,214200,4.2,1,1019940088,995085,236199,5c,107N091,10707,1,411.8637964,10286.79493,42210.0,93,87,98.8,28594.1,3276744.0,40.814847,-73.962305,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
8,20183,116103,1,7.0,0,125.0,202.0,125.0,200.0,3,4,918000,5.75,1,1018960009,993711,233460,5c,107N063,10703,1,670.7840493,19423.24286,100000.0,52,35,115.8,5294.8,4467300.4,40.807174,-73.965944,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,24800,187588,1,8.0,146,206.67,140.0,254.0,175.0,1,3,1710000,7.56,1,1018940001,993233,232554,5c,107N050,10703,1,727.1130909,28210.79337,187588.0,112,91,82.3,90637.1,11179275.3,40.80483,-73.967592,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
8,10092,79036,1,15.0,58,100.92,100.0,102.0,100.0,1,3,389700,7.83,1,1019630030,995721,234272,5c,107N081,10707,1,407.0217898,10350.83415,84000.0,56,82,105.3,38236.3,5774640.7,40.809801,-73.958862,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,5668,46922,1,12.0,36,56.67,100.0,57.0,82.0,3,5,135450,8.28,1,1019900053,994025,234313,5c,107N064,10707,1,313.9362084,5652.642673,47394.0,108,100,46.4,7715.5,1266944.8,40.809872,-73.965054,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,11100,50706,1,6.0,32,100.92,118.0,101.0,107.0,2,3,249750,4.57,1,1019510014,997186,234539,6a,107N084,10706,1,432.3910168,11973.15194,50706.0,98,11,207.5,42025.4,6383521.1,40.810449,-73.952832,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,11100,50706,1,6.0,32,100.92,118.0,101.0,107.0,2,3,249750,4.57,1,1019510014,997186,234539,6a,107N084,10706,1,432.3910168,11973.15194,50706.0,98,3,208.9,42752.0,6455321.5,40.810293,-73.952945,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,10000,74634,1,11.0,44,100.0,100.0,100.0,80.0,3,5,232650,7.46,1,1019900029,994179,234382,5c,107N064,10707,1,400.5732877,10026.50495,74328.0,99,100,26.8,5539.1,1056605.3,40.809885,-73.963843,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,5682,25017,1,6.0,32,62.5,90.92,63.0,76.0,3,5,99450,4.4,1,1019770021,995552,234849,5c,107N080,10707,1,322.6875686,6265.663907,25017.0,112,72,127.3,20227.7,2401407.6,40.810924,-73.958948,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,5668,42691,1,11.0,22,56.67,100.0,57.0,80.0,3,5,135900,7.53,1,1019900022,994114,234264,5c,107N064,10707,1,315.089275,5684.922582,43857.0,109,100,23.8,925.2,431055.8,40.809432,-73.964172,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,5046,28224,1,8.0,32,50.0,100.92,50.0,81.0,3,5,175500,5.59,1,1018960053,993774,233688,5c,107N063,10703,1,310.0755061,5231.710013,27152.0,110,76,121.6,25952.0,2800984.6,40.807907,-73.96573,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,6250,50120,1,12.0,25,62.5,100.0,63.0,78.0,3,5,135450,8.02,1,1019900044,994112,234469,5c,107N064,10707,1,327.3976708,6332.44644,49668.0,95,100,21.6,378.3,407103.2,40.810451,-73.964631,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
8,25272,221785,1,21.0,0,126.42,200.0,122.0,200.0,1,4,869400,8.78,1,1019930002,994996,235378,5c,107N078,10707,1,682.1466831,26257.77336,201785.0,119,26,181.3,103183.0,20811634.4,40.812769,-73.961714,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,8410,53093,1,8.0,40,83.33,100.92,83.0,82.0,3,5,630000,6.31,1,1018820054,993802,232295,5d,107N052,10703,1,380.0209976,8919.793932,53093.0,109,93,95.4,31840.8,3798444.5,40.804478,-73.96541,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,10725,43560,1,6.0,48,100.0,102.5,100.0,96.0,3,5,229050,4.06,1,1019930053,995046,235565,5c,107N078,10707,1,429.6233667,11406.08973,41976.0,79,73,128.4,38898.1,4355749.9,40.813208,-73.961396,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,9050,37248,1,6.0,25,100.0,90.92,76.0,100.0,2,5,87750,4.12,1,1019630056,995934,234446,5c,107N081,10707,1,389.356079,9476.398824,39120.0,109,85,98.3,23896.2,2867200.9,40.810333,-73.957662,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,10417,47145,1,6.0,32,100.0,104.17,76.0,96.0,1,3,360000,4.53,1,1018670023,995263,232680,5c,107N067,10703,1,433.4601108,11547.47152,47145.0,99,83,105.8,28945.4,3590265.9,40.805124,-73.959945,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,8830,36580,1,6.0,62,87.5,100.92,88.0,88.0,2,5,990000,4.14,1,1018950012,993575,232900,5c,107N063,10703,1,396.0006142,9749.119928,39141.0,95,66,128.6,30305.4,3691312.8,40.805612,-73.966121,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,14664,78701,1,6.0,58,104.33,168.0,104.0,158.0,2,3,675000,5.37,1,1018950001,993388,233005,5c,107N063,10703,1,540.8742242,17260.20562,84210.0,99,53,86.7,1514.0,5713948.7,40.806334,-73.967295,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,5659,31851,1,8.0,24,50.0,113.17,50.0,99.0,3,5,175500,5.63,1,1018840046,994251,232643,5c,107N052,10703,1,309.3590598,5039.745715,32056.0,109,100,28.3,471.0,352901.9,40.805345,-73.963586,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,7815,60104,1,11.0,32,78.08,100.0,78.0,80.0,3,5,175050,7.69,1,1019900013,994081,234205,5c,107N064,10707,1,360.7980627,8006.383421,62244.0,77,100,26.9,3176.0,795941.7,40.809309,-73.964263,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,24950,110111,1,12.0,159,125.0,186.0,125.0,186.0,2,4,540000,4.41,1,1019940038,994963,235889,5c,107N078,10707,1,663.8667435,25370.93382,110111.0,69,66,128.0,15000.6,10963868.1,40.815739,-73.961792,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,24950,110111,1,12.0,159,125.0,186.0,125.0,186.0,2,4,540000,4.41,1,1019940038,994963,235889,5c,107N078,10707,1,663.8667435,25370.93382,140000.0,58,100,44.7,15323.2,3194717.9,40.815739,-73.961792,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,6728,28668,1,6.0,34,66.67,100.92,67.0,86.0,2,5,108900,4.26,1,1019760016,995312,234676,5c,107N079,10707,1,345.4620097,7091.734083,28338.0,93,92,83.2,15848.1,1832334.8,40.810523,-73.959927,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,7569,31906,1,6.0,124,75.0,100.92,74.0,86.0,3,5,270000,4.22,1,1018950072,993559,233328,5c,107N063,10703,1,355.100746,7752.965384,31862.0,114,70,145.1,20573.2,2936429.1,40.807174,-73.965987,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,10092,42265,1,6.0,33,100.0,100.92,100.0,86.0,3,5,585000,4.19,1,1018850011,994199,232855,5c,107N065,10703,1,400.7514788,10036.94149,42840.0,94,81,110.4,31198.3,3638971.9,40.805469,-73.963831,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,11020,53418,1,6.0,60,116.0,95.0,104.0,95.0,2,3,255150,4.85,1,1019940081,995194,236394,5c,107N078,10707,1,426.9193593,11305.32365,53418.0,114,87,105.2,39120.5,4451230.8,40.815552,-73.961915,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,7569,30460,1,6.0,30,75.0,100.92,75.0,85.0,2,5,360000,4.02,1,1018830011,993933,232404,5c,107N052,10703,1,357.7500417,7746.33695,29736.0,94,72,133.0,28486.5,3192583.9,40.804547,-73.965526,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,15000,65172,1,6.0,76,150.0,102.5,150.0,85.0,2,5,320400,4.34,1,1019930047,995102,235678,5c,107N078,10707,1,515.9531998,15432.01274,65172.0,93,55,105.5,40771.2,5004632.5,40.813612,-73.961099,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,9082,37722,1,6.0,32,100.92,90.0,88.0,78.0,2,3,159750,4.15,1,1019620018,995731,233549,5c,107N081,10707,1,390.7522258,9491.710543,37704.0,93,100,48.1,10049.0,1276435.9,40.807531,-73.958657,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,10260,42762,1,6.0,25,108.0,95.0,108.0,80.0,3,5,219150,4.17,1,1019940084,995139,236294,5c,107N078,10707,1,418.590714,10899.47955,42610.0,93,86,99.7,30355.9,3414079.5,40.815552,-73.961915,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,5682,25017,1,6.0,32,62.5,90.92,63.0,76.0,3,5,99450,4.4,1,1019770018,995497,234880,5c,107N080,10707,1,314.4893735,5871.196993,25017.0,112,81,121.5,20071.5,2339759.7,40.810973,-73.959064,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,10092,43540,1,6.0,37,100.0,100.92,100.0,85.0,3,5,360000,4.31,1,1018830014,994010,232361,5d,107N052,10703,1,415.150376,10769.4804,41832.0,99,100,26.6,980.1,457926.4,40.804259,-73.964847,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,7569,54567,1,8.0,49,75.0,100.92,75.0,85.0,3,5,360000,7.21,1,1018840015,994148,232583,5c,107N052,10703,1,360.3909174,7861.587781,54567.0,109,90,86.7,31747.4,3673237.5,40.804733,-73.964027,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,5046,27509,1,8.0,32,50.0,100.92,50.0,88.0,3,5,315000,5.45,1,1018850015,994265,232819,5c,107N065,10703,1,304.8027936,5191.468377,28240.0,104,100,44.6,2477.7,604201.6,40.805403,-73.963676,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,7556,42360,1,8.0,42,75.0,100.75,75.0,82.0,3,5,495000,5.61,1,1018850024,994472,232704,5c,107N065,10703,1,353.8005544,7669.6233,42608.0,109,100,39.7,2441.0,757110.3,40.805142,-73.963059,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,10000,67518,1,9.0,38,100.0,100.0,98.0,100.0,2,3,233100,6.75,1,1019900040,994152,234541,5c,107N064,10707,1,403.6418035,10182.76124,74270.0,109,75,104.3,51696.9,5997036.1,40.810679,-73.964468,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,6055,25380,1,6.0,16,60.0,100.92,60.0,81.0,2,5,91350,4.19,1,1018670064,995317,232958,5c,107N067,10703,1,347.4673647,7031.526486,30292.0,104,100,19.9,476.1,245373.3,40.806233,-73.959673,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,9948,44681,1,6.0,45,108.33,91.83,108.0,79.0,3,5,495000,4.49,1,1018820047,993962,232212,5d,107N052,10703,1,406.7005555,10294.59285,44681.0,94,67,104.5,30477.7,3572691.1,40.804242,-73.964858,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,6307,26424,1,6.0,24,62.5,100.92,63.0,83.0,3,5,315000,4.19,1,1018830025,994224,232242,5d,107N052,10703,1,335.1700463,6557.110451,26424.0,104,72,122.8,808.5,2706008.2,40.803921,-73.964053,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
8,7569,63500,1,10.0,0,75.0,100.92,75.0,80.0,3,5,902700,8.39,1,1018960080,993880,233751,5c,107N063,10703,1,364.3546398,8072.906235,59000.0,57,81,98.7,34831.5,4256645.6,40.808524,-73.965083,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,9936,47234,1,6.0,44,108.33,91.83,108.0,79.0,2,5,630000,4.75,1,1018820038,994151,232107,5d,107N052,10703,1,412.0711059,10549.95917,47234.0,109,68,113.5,35900.6,4157778.4,40.803907,-73.964063,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,7569,73800,1,12.0,45,75.0,100.92,73.0,80.0,2,5,405000,9.75,1,1018960074,994012,233679,5c,107N063,10703,1,363.8100957,8044.017018,63480.0,112,100,42.7,4579.4,1253504.7,40.808238,-73.964444,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,15000,64842,1,6.0,87,150.0,100.0,150.0,87.0,1,5,292050,4.32,1,1019620061,995730,233920,5c,107N081,10707,1,528.2888036,16746.6219,62334.0,39,100,36.5,1768.8,923965.7,40.807567,-73.958787,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,11967,55062,1,6.0,41,119.67,100.0,111.0,100.0,1,3,289350,4.6,1,1019930096,995428,236262,5c,107N091,10707,1,451.8126225,12711.53523,64240.0,93,87,102.1,5528.9,5319318.6,40.815354,-73.95983,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,11254,48832,1,7.0,53,112.0,100.92,68.0,112.0,1,5,304650,4.34,1,1019500057,996973,234474,6a,107N084,10706,1,432.7996592,11940.73419,55808.0,13,43,130.9,40394.1,5134000.2,40.810409,-73.953862,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,12627,112000,1,10.0,101,116.92,90.0,116.0,98.0,2,3,283950,8.87,1,1019500014,997073,234326,6a,107N084,10706,1,481.5790128,13071.19377,103000.0,32,51,118.6,67986.9,8992066.7,40.809719,-73.953411,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,11990,88930,1,10.0,66,95.92,125.0,96.0,114.0,2,3,900000,7.42,1,1018820028,994204,231963,5d,107N052,10703,1,438.9078046,11889.35239,95155.0,78,36,138.4,80766.9,9752618.6,40.8031,-73.963782,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,11990,55868,1,6.0,38,95.92,125.0,96.0,114.0,2,3,675000,4.66,1,1018820036,994252,232048,5d,107N052,10703,1,442.2208184,12091.4402,49868.0,109,17,174.8,49189.7,6562491.0,40.803657,-73.963475,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,5092,89365,1,20.0,96,50.92,100.92,50.0,90.0,2,3,315000,17.55,1,1018850029,994581,232614,5c,107N065,10703,1,298.0818832,4904.091303,89273.0,87,100,54.0,5492.9,2065410.8,40.804985,-73.962412,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
8,12615,91116,1,8.0,0,100.92,125.0,101.0,112.0,2,3,1506150,7.22,1,1018840061,993932,232820,5c,107N052,10703,1,456.2193092,12840.94284,92038.0,119,35,205.9,78922.6,11701060.7,40.805842,-73.964767,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,11396,53352,1,6.0,47,100.0,127.0,100.0,111.0,2,5,200700,4.68,1,1019620031,995506,233783,5c,107N081,10707,1,458.8979628,11684.24533,50292.0,109,83,106.3,34759.4,4082610.2,40.808541,-73.959155,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,7483,36553,1,6.0,42,74.83,100.0,73.0,90.0,2,3,155700,4.88,1,1019620001,995411,233711,5c,107N081,10707,1,361.1360404,8015.181176,40393.0,94,45,177.4,43051.5,5250133.0,40.807641,-73.958925,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,10092,45210,1,6.0,36,100.92,100.0,101.0,86.0,2,3,223200,4.48,1,1019760029,995629,234502,5c,107N079,10707,1,415.8702411,10801.31633,45750.0,93,100,45.6,1624.2,846694.4,40.810114,-73.958948,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,5500,25412,1,6.0,26,55.0,100.0,55.0,90.0,3,3,136350,4.62,1,1019930073,995330,235873,5c,107N091,10707,1,318.0906997,5904.528918,25410.0,114,4,246.7,38676.3,4655796.7,40.813847,-73.959651,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,5500,25412,1,6.0,26,55.0,100.0,55.0,90.0,3,3,136350,4.62,1,1019930073,995330,235873,5c,107N091,10707,1,318.0906997,5904.528918,25412.0,114,4,246.7,38681.0,4656738.3,40.813847,-73.959651,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,5046,33486,1,10.0,45,50.0,100.92,50.0,84.0,3,5,272250,6.64,1,1018960077,993957,233709,5c,107N063,10703,1,311.1885306,5253.546414,38760.0,111,100,39.3,667.5,586291.8,40.808332,-73.964653,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,9275,56423,1,9.0,80,150.0,61.83,150.0,47.0,1,5,166050,6.08,1,1019620044,995689,233847,5c,107N081,10707,1,440.9176132,9824.445477,58347.0,39,95,91.9,32899.2,3970696.2,40.80842,-73.958812,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,12138,87271,1,11.0,116,80.92,150.0,81.0,135.0,2,3,214200,7.19,1,1019620038,995560,233932,5c,107N081,10707,1,470.5010335,12787.49561,87260.0,55,99,71.8,13853.0,3102681.9,40.808566,-73.959166,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
8,105961,128736,1,6.0,0,525.0,201.83,126.0,96.0,1,3,2281500,1.21,1,1019640012,996506,234673,6a,107N082,10707,1,1477.144589,108051.9389,160925.0,98,72,131.2,12.0,15544689.1,40.810431,-73.955809,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,12614,126478,1,12.0,94,100.92,125.0,100.0,112.0,2,3,720000,10.03,1,1018960065,994029,233549,5c,107N063,10703,1,468.8043184,13596.65806,113232.0,108,41,129.9,33104.2,7321064.5,40.807423,-73.964571,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,6728,28668,1,6.0,24,66.67,100.92,67.0,86.0,3,5,108900,4.26,1,1019760010,995195,234741,5c,107N079,10707,1,344.4994825,7040.908003,28302.0,93,81,114.1,21981.1,2527558.0,40.81082,-73.960635,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,10092,64047,1,9.0,63,100.0,100.92,100.0,82.0,3,5,450000,6.35,1,1018960014,993800,233375,5c,107N063,10703,1,408.0322093,10402.46432,64047.0,99,83,95.8,1902.2,4546191.6,40.807028,-73.965593,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
4,8100,31814,2,5.0,28,55.17,100.0,55.0,87.0,3,5,94500,3.93,1,1019660059,996777,235164,6a,107N095,10707,1,376.7533817,8141.77819,32000.0,99,15,170.3,2963.5,2131167.5,40.812023,-73.955078,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
3,8578,35040,1,6.0,24,85.0,100.92,73.0,88.0,2,3,360000,4.08,1,1018670059,995331,232828,5c,107N067,10703,1,372.0082869,8516.241275,35040.0,98,97,96.3,885.2,2717204.2,40.805487,-73.959804,Morningside Heights,MN0901,Morningside Heights,121636.0,29973,17220,27273,4920,37379,12268,18802,15182,14662,19350,2.21,1557,1672.0,86
