BBL,Largest Property Use Type - Gross Floor Area (ft²),Building Age,ENERGY STAR Score,Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Latitude,Longitude,NTA
1002330026,135684.0,106,70,15,0.2,40.719526,-73.999553,SoHo-TriBeCa-Civic Center-Little Italy
4158420100,124800.0,57,5,11.1,2.1,40.595303,-73.781147,Hammels-Arverne-Edgemere
1000707501,329961.0,60,75,10.8,0.2,40.706397,-74.006341,Battery Park City-Lower Manhattan
3019230020,79756.0,19,39,9.3,0.9,40.691731,-73.961773,Clinton Hill
1010080019,568499.0,30,70,17.9,0.1,40.763514,-73.979276,Midtown-Midtown South
1012850015,453724.3,88,77,13,0,40.757582,-73.975805,Midtown-Midtown South
3021130001,337311.0,104,95,4.7,0.1,40.685378,-73.975554,Fort Greene
2051410020,134028.0,25,94,11,0,40.866538,-73.830716,Co-op City
2036730001,171476.0,20,57,14.3,0.1,40.825955,-73.856817,Soundview-Castle Hill-Clason Point-Harding Park
1008820085,181425.0,109,73,12.2,0.1,40.742534,-73.984641,Gramercy
1008820003,96002.0,109,52,16.1,0.1,40.742375,-73.984757,Gramercy
1005980058,818663.0,88,75,16.8,0.2,40.72754,-74.007295,SoHo-TriBeCa-Civic Center-Little Italy
1007570054,721307.0,94,95,9.5,0,40.752619,-73.994503,Hudson Yards-Chelsea-Flatiron-Union Square
1012720066,61971.0,93,43,16.9,0.3,40.763639,-73.97559,Midtown-Midtown South
1008667502,92697.0,67,72,4.7,0,40.749505,-73.981211,Murray Hill-Kips Bay
1008750047,147750.0,63,62,5.4,0.7,40.737011,-73.984646,Gramercy
1015290045,132469.0,58,60,6.1,0.5,40.777357,-73.954614,Yorkville
1006030037,83170.0,99,72,7.9,0.1,40.731789,-74.007956,West Village
1005550028,237037.0,54,45,6.9,0,40.730345,-73.989962,East Village
1013690002,113024.0,60,22,7.7,0,40.758108,-73.96242,Turtle Bay-East Midtown
1013230015,72409.0,92,61,4.8,0,40.75483,-73.970334,Turtle Bay-East Midtown
1012340007,68821.0,112,99,4.1,0,40.788559,-73.977065,Upper West Side
1014950004,284443.0,64,36,6.4,0,40.77995,-73.96156,Upper East Side-Carnegie Hill
1013227501,164629.0,60,37,5.5,0.7,40.754111,-73.970565,Turtle Bay-East Midtown
1005620040,38981.0,119,17,10.1,0,40.732319,-73.992812,West Village
1013690007,136655.0,92,86,3.8,0,40.758053,-73.962294,Turtle Bay-East Midtown
1011257502,259240.0,94,44,6.6,0.4,40.776979,-73.977748,Lincoln Square
1013037501,186000.0,34,5,9.4,0.2,40.755042,-73.972774,Turtle Bay-East Midtown
1013657501,209706.0,61,13,7.8,0.7,40.755556,-73.964284,Turtle Bay-East Midtown
1014957501,93252.0,81,27,9.9,0.5,40.779135,-73.960751,Upper East Side-Carnegie Hill
1013740069,184489.0,56,40,8.6,0,40.764627,-73.972745,Upper East Side-Carnegie Hill
1014247501,227773.0,62,15,6.7,0.1,40.767258,-73.960675,Lenox Hill-Roosevelt Island
1013907502,34232.0,37,24,14.9,0.4,40.774253,-73.963296,Upper East Side-Carnegie Hill
1006090001,142169.0,58,75,4.7,0,40.737487,-73.999264,West Village
1014870039,86786.0,55,18,6.5,0.9,40.769146,-73.951179,Lenox Hill-Roosevelt Island
1008927501,49900.0,56,55,5,0,40.74802,-73.977685,Murray Hill-Kips Bay
1013780048,106163.0,109,6,8.8,0,40.766616,-73.96891,Upper East Side-Carnegie Hill
1008670033,129565.0,79,62,4.8,0.6,40.749266,-73.980338,Murray Hill-Kips Bay
1015100030,65721.0,92,84,3.6,0.5,40.776005,-73.957265,Upper East Side-Carnegie Hill
4064010019,171780.0,9,28,41.2,1.2,40.746485,-73.825957,Queensboro Hill
1015320022,307142.0,49,35,6.4,0.7,40.779011,-73.95236,Yorkville
1014027501,139626.0,54,51,4.9,0.8,40.766971,-73.962639,Upper East Side-Carnegie Hill
1015000045,313271.0,46,21,6.9,0.6,40.782575,-73.956922,Upper East Side-Carnegie Hill
1015440019,208606.0,51,35,8.3,0.6,40.774183,-73.952952,Yorkville
1015070040,126338.0,89,84,4.9,0.5,40.786274,-73.952766,Upper East Side-Carnegie Hill
1013680025,217275.0,81,64,6.2,0.4,40.757265,-73.960753,Turtle Bay-East Midtown
1018900001,204525.0,96,95,2.5,0.5,40.799781,-73.971477,Upper West Side
1013630020,55115.0,89,29,5,0,40.753893,-73.964228,Turtle Bay-East Midtown
1015190008,55061.0,96,96,3.9,0.4,40.782432,-73.954585,Upper East Side-Carnegie Hill
1013120069,121573.0,111,48,4.6,0,40.762131,-73.97036,Turtle Bay-East Midtown
1015110069,151547.0,90,55,5.7,0.5,40.778072,-73.95873,Upper East Side-Carnegie Hill
1013367501,120905.0,36,57,6.2,0.5,40.750359,-73.971372,Turtle Bay-East Midtown
1014970041,102900.0,62,42,5,0.7,40.780034,-73.957313,Upper East Side-Carnegie Hill
1005607501,172273.0,64,10,12.7,0.6,40.731976,-73.99387,West Village
1014270034,97677.0,87,68,5,0,40.770148,-73.959457,Lenox Hill-Roosevelt Island
1014280009,82199.0,89,47,5,0,40.770203,-73.959543,Lenox Hill-Roosevelt Island
1008770030,93280.0,89,58,4.1,0.6,40.737953,-73.985021,Gramercy
1015117501,52740.0,103,28,7,0,40.777114,-73.957929,Upper East Side-Carnegie Hill
1008947501,158571.0,95,54,4.4,0,40.74999,-73.978746,Murray Hill-Kips Bay
4022380001,167910.0,68,72,3.9,0.6,40.719295,-73.839098,Forest Hills
1008170085,138635.0,64,1,5,2.8,40.738042,-73.994364,Hudson Yards-Chelsea-Flatiron-Union Square
2024580090,294123.0,65,84,3.5,0.1,40.825315,-73.923522,East Concourse-Concourse Village
1010460038,69643.0,55,75,5.6,0,40.766303,-73.984,Clinton
1014830038,172396.0,55,3,7.4,1.4,40.766611,-73.953199,Lenox Hill-Roosevelt Island
1016020060,118008.0,94,84,4,0.5,40.788067,-73.95408,East Harlem South
1012790065,56095.0,90,14,20.4,0.4,40.755219,-73.979062,Midtown-Midtown South
1013110050,63315.0,90,44,11.5,0,40.760822,-73.968898,Turtle Bay-East Midtown
1008830001,192026.0,109,86,11.7,0,40.742795,-73.98445,Gramercy
1004107501,105250.0,11,20,17.2,0.6,40.719111,-73.988864,Chinatown
1004760007,316030.0,89,66,15.7,0.3,40.723324,-74.004903,SoHo-TriBeCa-Civic Center-Little Italy
1004910046,184586.0,90,65,13.8,0.4,40.725248,-74.004412,SoHo-TriBeCa-Civic Center-Little Italy
1006020068,252103.0,84,57,17.8,0.3,40.730587,-74.006805,West Village
1005810063,292134.0,90,58,17.7,0.2,40.729165,-74.00525,West Village
1010200046,588696.0,30,44,15.1,0,40.760375,-73.985189,Midtown-Midtown South
1009040010,53421.0,19,41,12.2,0.7,40.738603,-73.982582,Gramercy
1014030033,841470.0,61,63,5.8,0.4,40.76822,-73.963007,Upper East Side-Carnegie Hill
1011397503,396038.0,26,1,19.9,0.7,40.774532,-73.981818,Lincoln Square
2028670108,107477.0,79,62,3.1,0.8,40.849226,-73.913511,University Heights-Morris Heights
1010230018,262051.0,35,28,21,0.1,40.762897,-73.983683,Midtown-Midtown South
3001480007,469405.0,27,94,46.6,0.2,40.693718,-73.985503,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
1019100001,386069.0,47,70,10.4,0.2,40.808644,-73.947524,Central Harlem South
1002210030,313263.0,92,72,15.7,0.2,40.722992,-74.008031,SoHo-TriBeCa-Civic Center-Little Italy
1002210035,53524.0,137,83,10.6,0.1,40.722564,-74.007356,SoHo-TriBeCa-Civic Center-Little Italy
1005067501,306742.0,36,77,17.8,0.3,40.726615,-74.005617,SoHo-TriBeCa-Civic Center-Little Italy
2031000001,87642.0,79,99,3.1,0.2,40.849259,-73.883167,Belmont
2026140061,66078.0,79,48,4.5,0.9,40.828534,-73.90436,Morrisania-Melrose
2029850038,76268.0,109,8,6.4,0.8,40.842378,-73.885315,East Tremont
2024860025,59446.0,89,46,4.7,0.8,40.830975,-73.922916,West Concourse
2024860030,59446.0,89,59,3.8,0.7,40.830774,-73.923032,West Concourse
1008350015,152746.0,16,100,3.8,0.2,40.748606,-73.987018,Midtown-Midtown South
1011717505,406180.0,12,13,9.5,0.6,40.776007,-73.989721,Lincoln Square
1000787507,105948.0,12,1,10.3,0,40.7089,-74.007538,Battery Park City-Lower Manhattan
1015487502,110750.0,10,9,13.7,0.3,40.777024,-73.951813,Yorkville
1012477502,211707.0,9,71,11.7,0.3,40.788724,-73.977982,Upper West Side
1011717507,653938.0,10,41,8.8,0.4,40.775485,-73.99023,Lincoln Square
1007570031,637285.0,103,78,16.3,0,40.751861,-73.993716,Hudson Yards-Chelsea-Flatiron-Union Square
4001430001,61284.0,54,13,13.3,0.3,40.753768,-73.915357,Hunters Point-Sunnyside-West Maspeth
3054200069,105000.0,46,56,9.5,0.7,40.6308,-73.973311,Flatbush
4040650001,160000.0,49,1,52.1,2.4,40.783872,-73.854693,College Point
1010920036,55634.0,114,64,10.7,0,40.762497,-73.997119,Clinton
1008180066,107967.0,114,92,9.4,0,40.738349,-73.993277,Hudson Yards-Chelsea-Flatiron-Union Square
1008580006,52767.0,106,39,14.7,0.3,40.744541,-73.98694,Midtown-Midtown South
1010650012,177863.0,114,55,18.4,0,40.766993,-73.987531,Clinton
1012020036,177679.0,113,86,5.5,0.5,40.787023,-73.968085,Upper West Side
1006187504,72370.0,11,1,19.8,0.4,40.738961,-74.002515,West Village
1002287502,137891.0,10,30,9.6,0.5,40.72173,-74.004308,SoHo-TriBeCa-Civic Center-Little Italy
3023637501,159887.0,10,68,8,0.4,40.71708,-73.963962,North Side-South Side
4022700013,80860.0,57,69,5.8,1,40.714959,-73.831999,Forest Hills
1008400071,148918.0,92,76,11.3,0.2,40.752171,-73.983701,Midtown-Midtown South
1007630024,117821.0,92,79,7.6,0.1,40.755638,-73.991882,Clinton
1021360210,91273.0,97,96,2.8,0.5,40.838824,-73.945635,Washington Heights South
1020970040,62604.0,105,90,3.5,0.6,40.8305,-73.948374,Hamilton Heights
1015030057,128858.0,29,60,10.7,0.3,40.784867,-73.956527,Upper East Side-Carnegie Hill
1016030001,90849.0,94,82,5.1,0.4,40.788619,-73.955246,East Harlem South
1014920049,61251.0,64,3,12.5,0,40.777425,-73.961308,Upper East Side-Carnegie Hill
1011510017,402707.0,47,68,5.9,0,40.770723,-73.988321,Lincoln Square
2033200013,69104.0,93,78,5.4,0,40.872853,-73.888752,Van Cortlandt Village
1013960071,95603.0,107,41,7.5,0.6,40.764543,-73.968124,Upper East Side-Carnegie Hill
2024470001,85610.0,61,36,4.3,0,40.829613,-73.918321,East Concourse-Concourse Village
1022020009,83425.0,73,30,4.4,0,40.863241,-73.918106,Marble Hill-Inwood
1007957502,40339.0,11,21,11.6,0.3,40.741525,-73.995359,Hudson Yards-Chelsea-Flatiron-Union Square
1012337501,75367.0,107,70,4.8,0.6,40.78868,-73.977993,Upper West Side
3005950300,111111.0,169,44,2.9,0.1,40.676959,-74.016624,Carroll Gardens-Columbia Street-Red Hook
1008150014,414099.0,91,83,13.8,0,40.753711,-73.987046,Midtown-Midtown South
1007490024,232793.0,59,83,0,0.6,40.746948,-73.997272,Hudson Yards-Chelsea-Flatiron-Union Square
2032330070,90650.0,79,64,3.5,0.7,40.860663,-73.913243,University Heights-Morris Heights
2032330082,70400.0,88,61,3.5,0.7,40.860342,-73.913674,University Heights-Morris Heights
2032330090,70400.0,87,98,3,0.3,40.860224,-73.913829,University Heights-Morris Heights
2028230046,154656.0,56,57,6.4,0.6,40.844479,-73.911464,Mount Hope
2032300016,202600.0,67,70,4.3,0.7,40.856704,-73.916191,University Heights-Morris Heights
2025110022,196432.0,91,76,3.5,0.1,40.831025,-73.92925,Highbridge
2032190055,87954.0,56,89,3.5,0.5,40.863664,-73.907437,Kingsbridge Heights
4158150071,94032.0,19,79,6.2,0.5,40.59382,-73.757729,Far Rockaway-Bayswater
1006040033,456567.0,120,77,10.1,0.3,40.732234,-74.0077,West Village
1006410017,123646.0,23,66,6.8,0.5,40.737564,-74.008671,West Village
1006420004; 1006420012,111280.0,119,70,8.4,0.5,40.738739,-74.008816,West Village
1010620019,166518.0,32,55,8.5,0,40.765623,-73.988213,Clinton
1000160210,357000.0,21,71,6.8,0.5,40.71793,-74.014523,Battery Park City-Lower Manhattan
4000210060,446371.0,12,45,11.7,0.6,40.745961,-73.956823,Hunters Point-Sunnyside-West Maspeth
1000750001,532300.0,58,35,11.3,0.5,40.707218,-74.005316,Battery Park City-Lower Manhattan
2029750013,67986.0,17,25,6.3,1.1,40.82965,-73.892878,Morrisania-Melrose
3000277501,262292.0,104,29,7.9,0.4,40.703809,-73.990652,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2031540040,51285.0,94,28,5.4,0.1,40.862836,-73.89546,Bedford Park-Fordham North
5022500002,211000.0,26,56,15.9,0.9,40.579571,-74.13169,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
1009400012,111054.0,109,55,21.7,0.4,40.744404,-73.974962,Murray Hill-Kips Bay
1008190010,153518.0,113,88,8.8,0.3,40.739118,-73.993274,Hudson Yards-Chelsea-Flatiron-Union Square
5022500250,53856.0,14,58,10.8,0.8,40.579999,-74.131359,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
1008250012,289619.0,104,75,12.8,0.2,40.742266,-73.991252,Hudson Yards-Chelsea-Flatiron-Union Square
1008800014,59128.0,106,86,9.2,0.3,40.740448,-73.984894,Gramercy
1008560009,241620.0,107,80,10.1,0.2,40.743188,-73.98755,Hudson Yards-Chelsea-Flatiron-Union Square
1008340049,370779.0,105,78,12.3,0.1,40.747999,-73.985607,Midtown-Midtown South
1008340022,180519.0,111,79,13.6,0.2,40.748364,-73.986484,Midtown-Midtown South
5000050057,75000.0,96,94,2.6,0.5,40.64095,-74.076785,West New Brighton-New Brighton-St. George
1019237501,87400.0,127,50,5.7,0.3,40.804667,-73.95383,Central Harlem South
4000307501,155680.0,12,80,6,0.3,40.744448,-73.955636,Hunters Point-Sunnyside-West Maspeth
1014920069,151627.0,56,7,10.6,0.1,40.778065,-73.962933,Upper East Side-Carnegie Hill
1005597501,113456.0,12,35,9.8,0,40.732818,-73.987537,East Village
1013500020,94933.0,91,81,3.8,0.6,40.75871,-73.96385,Turtle Bay-East Midtown
1013307501,73109.0,14,18,8.4,0.1,40.75999,-73.966928,Turtle Bay-East Midtown
1004747506,164464.0,14,5,13.5,0.3,40.721447,-74.00127,SoHo-TriBeCa-Civic Center-Little Italy
1008380076,122068.0,93,75,12.7,0.3,40.750993,-73.984744,Midtown-Midtown South
1008120069,98784.0,95,88,7.4,0.2,40.752465,-73.988237,Midtown-Midtown South
1008150039,145000.0,105,83,10.2,0.2,40.753818,-73.985696,Midtown-Midtown South
1008670001,110709.0,104,78,13.3,0.2,40.75043,-73.983098,Murray Hill-Kips Bay
1009930036,159501.0,94,75,15.6,0,40.753894,-73.984812,Midtown-Midtown South
1008110001,407500.0,94,76,11.4,0,40.751749,-73.990057,Midtown-Midtown South
1008260046,264414.0,105,81,11,0.2,40.742916,-73.989185,Hudson Yards-Chelsea-Flatiron-Union Square
1008370056,59367.0,99,56,12.2,0.1,40.750027,-73.984365,Midtown-Midtown South
1014100033,186802.0,57,42,6,0,40.771974,-73.959817,Upper East Side-Carnegie Hill
1007880011,138439.0,94,83,7.6,0,40.75423,-73.990468,Midtown-Midtown South
1021390578,54562.0,95,80,3.2,0.7,40.847448,-73.941066,Washington Heights South
1021390537,52326.0,94,39,3.5,0.9,40.847544,-73.94064,Washington Heights South
1012100055,53111.0,107,73,3.4,0.7,40.783473,-73.977002,Upper West Side
1021800480,74356.0,91,40,3.8,0.8,40.855513,-73.93324,Washington Heights North
1014447501,218267.0,56,81,4.8,0.2,40.766824,-73.95965,Lenox Hill-Roosevelt Island
1008250001,387093.0,89,77,11.3,0.6,40.742441,-73.991667,Hudson Yards-Chelsea-Flatiron-Union Square
1015250021,310000.0,62,76,5.4,0.5,40.773891,-73.956346,Yorkville
4014450034,80754.0,72,1,4.3,1.9,40.75201,-73.882634,Jackson Heights
2023870032,94338.0,10,67,5.7,0.6,40.828264,-73.909054,Morrisania-Melrose
1002270028,186891.0,23,31,17,0.1,40.721713,-74.004347,SoHo-TriBeCa-Civic Center-Little Italy
3036500001,130000.0,51,66,3.2,0.3,40.651246,-73.905526,East New York
3010590061,57700.0,93,58,3.5,0.7,40.675252,-73.97334,Park Slope-Gowanus
2033117501,150135.0,63,8,8.1,0,40.875123,-73.886286,Bedford Park-Fordham North
1022500054,55296.0,66,26,3.9,0,40.872631,-73.918951,Marble Hill-Inwood
1012320037,77620.0,111,29,4.1,1,40.787115,-73.975798,Upper West Side
1008920020,65000.0,63,73,6.8,0,40.748105,-73.978494,Murray Hill-Kips Bay
1022460110,57796.0,109,46,3.3,0,40.865663,-73.928707,Washington Heights North
3010710014,59520.0,65,55,3.5,0.7,40.672008,-73.974016,Park Slope-Gowanus
2059500406,189592.0,78,92,2.5,0,40.902201,-73.90692,North Riverdale-Fieldston-Riverdale
1007750022,62586.0,84,47,3.8,0,40.745776,-73.995619,Hudson Yards-Chelsea-Flatiron-Union Square
4021390026,149800.0,80,78,3,0.6,40.724925,-73.847293,Forest Hills
3053740041,55051.0,81,42,3.3,0.9,40.639224,-73.973329,Kensington-Ocean Parkway
1011030015,80000.0,92,78,7,0,40.769282,-73.992982,Clinton
1013990074,181000.0,64,52,5.5,0.6,40.766228,-73.967369,Upper East Side-Carnegie Hill
1011990036,148380.0,94,68,6.7,0.4,40.785074,-73.969508,Upper West Side
3051610033,119106.0,65,1,3.5,1.6,40.640593,-73.961258,Flatbush
1011717502,795215.0,19,20,7.3,0.6,40.77969,-73.987882,Lincoln Square
1011717503,368150.0,15,7,11.2,0.5,40.780478,-73.987337,Lincoln Square
1015037501,46545.0,16,28,12,0.3,40.78386,-73.956033,Upper East Side-Carnegie Hill
4062590016,247884.0,48,12,14.8,1.8,40.758999,-73.782865,Bayside-Bayside Hills
1007750060,78780.0,94,61,6.3,0,40.746487,-73.995424,Hudson Yards-Chelsea-Flatiron-Union Square
1007730012,79545.0,80,38,6.7,0.6,40.744747,-73.997163,Hudson Yards-Chelsea-Flatiron-Union Square
1022220035,106215.0,80,27,3.5,0,40.864395,-73.920509,Marble Hill-Inwood
1007730012,79545.0,80,45,4.9,0.7,40.745378,-73.996651,Hudson Yards-Chelsea-Flatiron-Union Square
4008840065,159572.0,19,58,12.4,0.8,40.773073,-73.925254,Old Astoria
3087600200,275102.0,34,41,14.1,0.8,40.578348,-73.939421,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
4025730001,130000.0,64,11,4.9,1.1,40.725509,-73.916962,Hunters Point-Sunnyside-West Maspeth
1008227507,103700.0,119,25,28.6,0,40.740177,-73.990589,Hudson Yards-Chelsea-Flatiron-Union Square
1008220039,112216.0,119,34,24.1,0,40.740177,-73.990589,Hudson Yards-Chelsea-Flatiron-Union Square
2056100025,207000.0,10,6,12.3,0.8,40.819779,-73.837902,Soundview-Castle Hill-Clason Point-Harding Park
1000950027,217981.0,38,52,4.6,0.7,40.708179,-74.00462,Battery Park City-Lower Manhattan
1013070001,794729.0,61,17,30.2,0.1,40.758786,-73.972801,Turtle Bay-East Midtown
1013070001,506331.0,61,21,30.2,0.1,40.758786,-73.972801,Turtle Bay-East Midtown
1012890036,280000.0,67,22,20.4,0.1,40.75942,-73.972361,Midtown-Midtown South
1008160037,125508.0,116,68,10.9,0.2,40.736354,-73.993379,Hudson Yards-Chelsea-Flatiron-Union Square
1004120053,209500.0,12,16,11.2,0.5,40.721992,-73.987377,Chinatown
3051560021,77478.0,60,1,3.6,1.9,40.639947,-73.965146,Flatbush
3052400017,68000.0,88,1,3.6,2,40.633889,-73.957944,Flatbush
3067610075,78000.0,55,2,5,1.3,40.611852,-73.959802,Midwood
1010250025,583481.9,51,18,28.6,0,40.763342,-73.982398,Midtown-Midtown South
2038050043,92666.0,89,74,3.3,0.7,40.833162,-73.854496,Westchester-Unionport
1021420001,51600.0,98,78,3.6,0.8,40.843619,-73.941475,Washington Heights South
2033440005,56500.0,93,7,7.2,1,40.881313,-73.878395,Norwood
2057790801,92000.0,57,45,6.1,0.8,40.887159,-73.904431,North Riverdale-Fieldston-Riverdale
2028010001,66000.0,93,52,4.8,0.8,40.848054,-73.907271,Mount Hope
2033160013,79600.0,92,43,3.9,0.9,40.86762,-73.895843,Van Cortlandt Village
2032590001,74830.0,58,23,6.8,0.7,40.872947,-73.904448,Van Cortlandt Village
1010540056,65615.0,31,76,5,0.2,40.760326,-73.99308,Clinton
1006900012,152691.0,12,45,22.3,0.6,40.745134,-74.007525,Hudson Yards-Chelsea-Flatiron-Union Square
3051020063,129817.0,80,72,3.3,0.6,40.647419,-73.958977,Flatbush
3061000028,64800.0,93,82,4.2,0.7,40.619912,-74.037682,Bay Ridge
5005930590,39667.0,99,6,2.9,1.1,40.620222,-74.09407,Grymes Hill-Clifton-Fox Hills
5005930590,39667.0,99,5,2.9,1.1,40.620222,-74.09407,Grymes Hill-Clifton-Fox Hills
1014650001,349355.0,40,90,5.9,0.3,40.766969,-73.956163,Lenox Hill-Roosevelt Island
1009457501,607914.0,54,58,5.3,0.8,40.74848,-73.973022,Turtle Bay-East Midtown
1014040001,93000.0,87,4,19.1,0.1,40.769036,-73.964898,Upper East Side-Carnegie Hill
4050460020,166498.0,59,73,3.4,0.6,40.759577,-73.823804,Flushing
4099370025,57176.0,63,86,3.7,0.6,40.713652,-73.784077,Jamaica Estates-Holliswood
4099370001,144350.0,119,51,5,0.7,40.71335,-73.785088,Jamaica Estates-Holliswood
4099370001,144350.0,119,52,5,0.7,40.71335,-73.785088,Jamaica Estates-Holliswood
4097730005,99332.0,57,40,4.5,0.9,40.709895,-73.80088,Briarwood-Jamaica Hills
4099500009,184886.0,55,69,5,0.7,40.714645,-73.780762,Jamaica Estates-Holliswood
4098490130,199100.0,82,94,3.2,0.4,40.71119,-73.79724,Briarwood-Jamaica Hills
4050490006,79438.0,69,75,4.3,0.8,40.759159,-73.823091,Flushing
4050480001,161038.0,69,89,3.4,0.7,40.759183,-73.823065,Flushing
3051550017,176670.0,60,84,3,0.6,40.639656,-73.966036,Flatbush
3051550050,153414.0,59,56,4.3,0.7,40.639036,-73.966844,Flatbush
3073090040,89004.0,59,1,9.7,1.7,40.603898,-73.942535,Madison
3073080032,186267.0,58,92,5.4,0.3,40.60411,-73.942596,Madison
3064680016,85757.0,59,16,12.2,0.4,40.598695,-74.005916,Bath Beach
3074330013,151790.0,58,61,3.9,0.7,40.589758,-73.957687,Homecrest
3072740020,469990.0,55,49,4.2,0.7,40.57948,-73.967816,West Brighton
3072740035,469990.0,55,53,4.3,0.7,40.576998,-73.968383,West Brighton
4085200175,179806.0,47,1,37.9,2.8,40.754094,-73.705976,Glen Oaks-Floral Park-New Hyde Park
1011627501,64615.0,95,80,4.2,0,40.778954,-73.985088,Lincoln Square
1002200031,51750.0,109,74,8.9,0,40.722374,-74.00815,SoHo-TriBeCa-Civic Center-Little Italy
1002200031,51750.0,109,77,7.7,0,40.722374,-74.00815,SoHo-TriBeCa-Civic Center-Little Italy
4099450048,102098.0,68,99,1,0.6,40.714592,-73.783021,Jamaica Estates-Holliswood
4099450048,102098.0,68,98,1,0.6,40.714592,-73.783021,Jamaica Estates-Holliswood
4096440001,167390.0,59,39,6.6,0.8,40.706803,-73.818234,Briarwood-Jamaica Hills
3064410001,112702.0,59,86,3.9,0.7,40.600666,-74.002355,Bath Beach
3063780019,109630.0,57,87,3.9,0.6,40.602524,-73.996827,Bensonhurst West
3064710090,134270.0,61,77,4.4,0.7,40.596831,-73.999107,Bensonhurst West
3068780048,120860.0,56,45,5.2,0.7,40.5959,-73.989313,Bensonhurst East
1007637502,75780.0,94,85,6.3,0,40.755707,-73.992045,Clinton
1012927501,549320.0,36,51,13.8,0,40.762508,-73.974287,Midtown-Midtown South
1010117505,100840.0,101,32,8.8,0.1,40.765802,-73.97656,Midtown-Midtown South
1010117502,377353.0,89,27,8.5,0,40.765868,-73.976715,Midtown-Midtown South
1013407501,863455.0,19,19,8.6,0,40.751983,-73.967538,Turtle Bay-East Midtown
1014237501,507707.0,20,23,5.8,0,40.767753,-73.961892,Lenox Hill-Roosevelt Island
1013747502,252049.0,17,2,12.5,0,40.763012,-73.969739,Upper East Side-Carnegie Hill
1011137502,519832.0,59,23,14.7,0.1,40.768529,-73.981588,Lincoln Square
1018960047,68096.0,119,100,2.7,0.2,40.808423,-73.96629,Morningside Heights
1001440040,1074536.0,89,100,80.8,0,40.717876,-74.008939,SoHo-TriBeCa-Civic Center-Little Italy
4000610011,199365.0,35,86,10.3,0.1,40.743852,-73.948791,Hunters Point-Sunnyside-West Maspeth
1001240004,213534.0,93,52,10.9,0.1,40.712828,-74.008296,SoHo-TriBeCa-Civic Center-Little Italy
1001910001,132689.0,19,3,29.6,0.1,40.719128,-74.005166,SoHo-TriBeCa-Civic Center-Little Italy
1008410001,201890.0,94,59,17,0,40.753024,-73.985411,Midtown-Midtown South
1008210038,49690.0,119,51,8.6,0,40.739337,-73.991946,Hudson Yards-Chelsea-Flatiron-Union Square
1008680008,88000.0,99,82,9.9,0.2,40.751374,-73.981817,Murray Hill-Kips Bay
1008497508,155597.0,106,53,9.2,0.3,40.738464,-73.987641,Hudson Yards-Chelsea-Flatiron-Union Square
1018550050,93500.0,166,41,14.6,0.6,40.798838,-73.966865,Upper West Side
1005580037,57263.0,31,50,9.3,0.7,40.732453,-73.989291,East Village
4003960010,71626.0,99,75,6.1,0.2,40.754378,-73.93711,Queensbridge-Ravenswood-Long Island City
1012890045,65452.0,93,18,17.2,0.7,40.760098,-73.973158,Midtown-Midtown South
1009210051,106852.0,58,13,12.8,0,40.732592,-73.983417,Gramercy
3025960005,27773.0,22,94,8.4,0.1,40.72747,-73.952906,Greenpoint
1011640047,106439.0,92,53,8.2,0.7,40.779876,-73.982553,Lincoln Square
1008430020,62457.0,108,64,17.2,0,40.735988,-73.991152,Hudson Yards-Chelsea-Flatiron-Union Square
1008237506,116276.0,89,24,30.9,0.2,40.740358,-73.990459,Hudson Yards-Chelsea-Flatiron-Union Square
3064690001,316890.0,71,87,3.7,0.8,40.59951,-74.001826,Bath Beach
3072380082,49700.0,68,17,9.2,0.7,40.584931,-73.96866,Gravesend
3072340100,97430.0,70,96,2.2,0.6,40.585596,-73.971169,Gravesend
3072350001,194870.0,68,35,3.9,1.1,40.586018,-73.969376,Gravesend
3072340001,194870.0,119,84,3.7,0.7,40.585708,-73.971212,Gravesend
5039830001,117590.0,50,20,7.8,0.7,40.5625,-74.113985,Oakwood-Oakwood Beach
5039830045,122204.0,51,11,13.8,0.4,40.563124,-74.11106,Oakwood-Oakwood Beach
5039830065,123414.0,50,81,4,0.5,40.564483,-74.110443,Oakwood-Oakwood Beach
5039830065,123414.0,50,68,5.1,0.5,40.564817,-74.110994,Oakwood-Oakwood Beach
5005950015,22033.0,98,22,2.7,1.2,40.618774,-74.093009,Grymes Hill-Clifton-Fox Hills
5005950015,22033.0,68,23,2.7,1.2,40.619451,-74.094364,Grymes Hill-Clifton-Fox Hills
5005950015,22033.0,68,23,2.7,1.2,40.619791,-74.091447,Grymes Hill-Clifton-Fox Hills
5005930590,39667.0,68,69,2.9,0.6,40.619815,-74.091487,Grymes Hill-Clifton-Fox Hills
5005930590,39667.0,68,80,2.9,0.5,40.619944,-74.092106,Grymes Hill-Clifton-Fox Hills
5005950015,22033.0,68,23,2.7,1.2,40.619938,-74.092171,Grymes Hill-Clifton-Fox Hills
