LandUse,BldgArea,NumBldgs,NumFloors,ProxCode,LotType,BoroCode,BBL,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Shape_Leng,Shape_Area,Largest Property Use Type - Gross Floor Area (ft²),Building Age,ENERGY STAR Score,Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Latitude,Longitude,NTA
3.0,992000,8,20.0,1.0,1.0,1,1016780001,1000649,227383,6b,,108N058,10605.0,,1,1.0,1.0,19v2,,2174.5862495,285456.178556,124000.0,58,100,5.3,0.0,40.791036,-73.942124,East Harlem South
3.0,992000,8,20.0,1.0,1.0,1,1016780001,1000649,227383,6b,,108N058,10605.0,,1,1.0,1.0,19v2,,2174.5862495,285456.178556,124000.0,58,100,5.6,0.0,40.790265,-73.941561,East Harlem South
3.0,992000,8,20.0,1.0,1.0,1,1016780001,1000649,227383,6b,,108N058,10605.0,,1,1.0,1.0,19v2,,2174.5862495,285456.178556,124000.0,58,100,5.2,0.0,40.790017,-73.939792,East Harlem South
3.0,992000,8,20.0,1.0,1.0,1,1016780001,1000649,227383,6b,,108N058,10605.0,,1,1.0,1.0,19v2,,2174.5862495,285456.178556,124000.0,58,100,5.2,0.0,40.790086,-73.941139,East Harlem South
3.0,39000,1,11.0,3.0,5.0,1,1013460020,993871,214788,8d,,106E052,10506.0,,1,,,19v2,,332.245945256,6426.63069633,39000.0,57,29,5.0,0.1,40.756289,-73.966013,Turtle Bay-East Midtown
3.0,63100,1,7.0,1.0,3.0,2,2028080032,1010236,249305,3c,,215 067,21101.0,,1,,,19v2,,485.38944427,14061.3939184,63090.0,82,14,5.2,1.1,40.850746,-73.906172,Mount Hope
3.0,43500,1,6.0,1.0,5.0,2,2029830038,1015337,243938,3d,,216 004,21106.0,,1,,,19v2,,415.151181393,10770.7129596,42263.0,95,66,3.9,0.7,40.835952,-73.887498,Crotona Park East
3.0,33000,1,5.0,3.0,5.0,1,1015800038,998929,221236,9a,,108S029,10516.0,,1,,,19v2,,362.761650841,7997.49574986,33000.0,79,87,5.5,0.6,40.774315,-73.947403,Yorkville
3.0,83036,1,12.0,1.0,3.0,1,1013990013,993659,218229,8c,,106E047,10509.0,,1,,,19v2,,411.168575686,10566.1900926,86304.0,93,74,6.2,0.0,40.765608,-73.96647,Upper East Side-Carnegie Hill
8.0,80724,1,7.0,2.0,4.0,2,2033440052,1018319,260473,1d,,214 087,21203.0,,1,,,19v2,,709.475459161,25372.0969856,90550.0,44,24,23.0,0.5,40.881144,-73.877444,Norwood
5.0,163103,1,16.0,3.0,5.0,1,1007870025,986903,213850,8d,,105N034,10304.0,,1,,,19v2,,439.045946005,12034.4073023,146250.0,96,90,7.3,0.0,40.753288,-73.99015,Midtown-Midtown South
8.0,60500,1,10.0,2.0,3.0,3,3001520033,988269,191372,16c,,302 022,30104.0,,1,,,19v2,,336.852632968,6761.8248186,60500.0,94,42,4.3,0.8,40.692162,-73.985616,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2.0,54750,1,5.0,3.0,5.0,1,1021370152,1000114,245007,3b,,111N082,10802.0,,1,,,19v2,,526.53227865,17279.567335,54750.0,89,68,3.4,0.8,40.838704,-73.942321,Washington Heights South
2.0,31875,1,5.0,2.0,3.0,2,2025250020,1003834,243293,3b,,210S018,20909.0,,1,,,19v2,,355.300536844,7435.25574116,31875.0,93,14,7.2,1.0,40.834596,-73.92916,Highbridge
4.0,35952,1,7.0,2.0,3.0,1,1017260039,1000630,234009,6a,,107N101,10607.0,,1,,,19v2,,339.928626659,6511.31221772,38469.0,98,1,7.6,0.2,40.808994,-73.940512,Central Harlem North-Polo Grounds
4.0,218851,1,22.0,3.0,5.0,1,1011640005,988784,223367,8c,,107S003,10407.0,,1,,,19v2,,459.967167705,13076.5279831,193121.0,93,68,6.1,0.0,40.77933,-73.983311,Lincoln Square
4.0,29700,1,6.0,2.0,5.0,1,1015670022,998999,222341,9a,,108S027,10516.0,,1,,,19v2,,308.552256092,5943.44381867,27700.0,46,44,9.3,0.7,40.776898,-73.946426,Yorkville
5.0,1088074,1,42.0,1.0,1.0,1,1008150001,987695,214050,8d,,105N036,10305.0,,1,,,19v2,,942.978407722,53749.152925,1136235.0,48,70,10.3,0.0,40.753716,-73.987068,Midtown-Midtown South
5.0,1088074,1,42.0,1.0,1.0,1,1008150001,987695,214050,8d,,105N036,10305.0,,1,,,19v2,,942.978407722,53749.152925,1226800.0,50,73,9.6,0.0,40.753716,-73.987068,Midtown-Midtown South
8.0,49500,2,4.0,1.0,4.0,2,2029520014,1014424,245667,3d,,215 084,21105.0,,1,,,19v2,,1078.00782437,54786.3629171,49500.0,44,5,12.5,1.2,40.837941,-73.895254,park-cemetery-etc-Bronx
3.0,62789,1,16.0,1.0,5.0,1,1015240044,997995,225391,6b,,108S034,10514.0,,1,,,19v2,,331.696675181,6530.98750652,69067.0,91,66,3.6,0.7,40.785512,-73.950113,Upper East Side-Carnegie Hill
8.0,84442,1,10.0,1.0,4.0,1,1021390275,1000071,247604,3b,,112 012,10802.0,,1,,,19v2,,476.985270296,10134.8478419,52650.0,49,49,10.5,0.0,40.846096,-73.942589,Washington Heights South
3.0,93400,1,6.0,1.0,3.0,2,2028080062,1010398,249511,3c,,215 067,21101.0,,1,,,19v2,,555.939151311,17648.6438662,93400.0,80,31,4.4,0.9,40.851333,-73.905701,Mount Hope
3.0,93400,1,6.0,1.0,3.0,2,2028080062,1010398,249511,3c,,215 067,21101.0,,1,,,19v2,,555.939151311,17648.6438662,99938.0,80,29,4.1,0.8,40.851333,-73.905701,Mount Hope
3.0,50676,1,8.0,3.0,5.0,1,1015700012,999138,223147,9a,,108S037,10516.0,,1,,,19v2,,351.149511523,7510.79980553,54223.0,34,86,4.9,0.5,40.779192,-73.946908,Yorkville
3.0,537750,1,20.0,1.0,1.0,1,1013710038,995087,214766,8d,,106E069,10507.0,,1,1.0,1.0,19v2,,858.69562365,43418.9676064,548505.0,60,89,4.5,0.4,40.75648,-73.961299,Turtle Bay-East Midtown
3.0,82500,1,6.0,2.0,5.0,2,2033240123,1016768,260829,1d,,213 044,21203.0,,1,,,19v2,,549.69128392,17472.0227326,86625.0,91,75,3.4,0.6,40.88239,-73.882942,Norwood
3.0,87400,1,9.0,1.0,3.0,1,1022430230,1007357,256628,3a,Y,112 075,10804.0,,1,,,19v2,,753.252382996,26574.1830211,87400.0,80,82,3.3,0.0,40.870768,-73.916141,Marble Hill-Inwood
3.0,38387,1,7.0,3.0,4.0,3,3002360018,985561,192884,12d,,302 013,30106.0,,1,,,19v2,,412.267601921,8304.96121067,41074.0,83,67,3.6,0.7,40.696019,-73.995478,Brooklyn Heights-Cobble Hill
3.0,30608,1,7.0,3.0,5.0,1,1018590015,993889,230286,5d,,107S045,10703.0,,1,,,19v2,,309.017730292,5294.54106354,30608.0,69,82,3.4,0.6,40.798528,-73.965237,Upper West Side
2.0,34830,1,6.0,1.0,5.0,1,1022150535,1009029,258035,1d,,112 080,10804.0,,1,,,19v2,,362.750993327,8100.62676195,34830.0,79,13,4.2,1.2,40.875068,-73.910549,Marble Hill-Inwood
3.0,31460,1,5.0,3.0,5.0,1,1005880071,982942,206291,12a,,103 004,10208.0,,1,,,19v2,,364.063804864,8201.46075141,33839.0,99,77,5.3,0.8,40.732722,-74.004619,West Village
2.0,40625,1,5.0,2.0,5.0,2,2025150014,1004956,244389,3b,,210N053,20908.0,,1,,,19v2,,403.527711896,9298.59920197,40620.0,93,36,3.1,0.0,40.837756,-73.925322,Highbridge
2.0,40625,1,5.0,2.0,5.0,2,2025150014,1004956,244389,3b,,210N053,20908.0,,1,,,19v2,,403.527711896,9298.59920197,40620.0,93,45,3.1,0.0,40.837756,-73.925322,Highbridge
3.0,42588,1,6.0,3.0,5.0,1,1020700043,997641,238656,6a,,111S021,10710.0,,1,,,19v2,,407.123143554,10357.0315539,42588.0,109,39,4.3,0.0,40.821793,-73.95122,Hamilton Heights
5.0,26314,2,6.0,3.0,5.0,1,1008310002,987127,211326,8d,,104 015,10306.0,,1,,,19v2,,308.201565236,5278.63236467,28155.0,108,10,23.5,0.2,40.746797,-73.989956,Midtown-Midtown South
5.0,118945,1,12.0,3.0,4.0,1,1007670015,984346,209398,8d,,103 033,10304.0,,1,,,19v2,,473.112522629,9329.4525601,132179.0,109,78,13.8,0.2,40.741034,-73.999599,Hudson Yards-Chelsea-Flatiron-Union Square
5.0,118945,1,12.0,3.0,4.0,1,1007670015,984346,209398,8d,,103 033,10304.0,,1,,,19v2,,473.112522629,9329.4525601,132179.0,109,79,13.8,0.2,40.741034,-73.999599,Hudson Yards-Chelsea-Flatiron-Union Square
4.0,37860,1,6.0,2.0,3.0,1,1021610017,1004096,251237,3a,,112 031,10803.0,,1,,,19v2,,403.692746475,10185.4659245,37860.0,99,1,9.9,0.6,40.855991,-73.928244,Washington Heights North
3.0,30378,1,12.0,3.0,5.0,1,1005630048,986333,206401,12c,,103 025,10207.0,,1,,,19v2,,264.868474358,2859.16260233,30378.0,95,98,4.7,0.6,40.733019,-73.992618,West Village
3.0,44154,1,6.0,2.0,5.0,1,1021340100,999153,243138,3b,,111N070,10802.0,,1,,,19v2,,409.714927799,10488.8790447,44154.0,89,52,4.3,0.0,40.83365,-73.945831,Washington Heights South
3.0,36045,1,6.0,3.0,5.0,1,1018800010,993531,231728,5d,,107S051,10703.0,,1,,,19v2,,361.030916268,7914.85059437,36045.0,94,58,4.3,0.7,40.802393,-73.966282,Morningside Heights
3.0,33250,1,7.0,3.0,5.0,1,1004860009,983904,202922,12a,Y,101N070,10206.0,,1,,,19v2,,325.251249044,5489.13936761,38000.0,119,29,9.0,0.4,40.723687,-74.001519,SoHo-TriBeCa-Civic Center-Little Italy
3.0,30712,2,9.0,3.0,5.0,1,1011430020,989710,222503,8c,,106W027,10406.0,,1,,,19v2,,298.394160876,4502.04048079,30722.0,91,74,3.7,0.7,40.777139,-73.980217,Lincoln Square
4.0,141350,1,13.0,2.0,3.0,1,1010257501,989260,217432,8c,,106W029,10402.0,,1,,,19v2,,523.18037758,16386.2263926,134167.0,103,24,8.0,0.7,40.763652,-73.981597,Midtown-Midtown South
5.0,49500,1,11.0,3.0,5.0,1,1008210064,986159,209008,8d,,102 041,10306.0,,1,,,19v2,,297.083038798,4919.63099803,48540.0,113,70,8.4,0.0,40.740207,-73.992231,Hudson Yards-Chelsea-Flatiron-Union Square
3.0,148000,1,6.0,1.0,3.0,2,2033430260,1018116,259704,1d,,214 081,21203.0,,1,,,19v2,,714.302563582,33212.9938065,148000.0,91,68,2.5,0.8,40.879594,-73.877961,Norwood
3.0,31578,1,6.0,3.0,5.0,1,1021150014,999739,242933,3b,,111N071,10801.0,,1,,,19v2,,358.2145304,7819.9712957,31000.0,109,11,5.1,1.0,40.833536,-73.943652,Washington Heights South
3.0,29424,1,6.0,2.0,5.0,1,1020630054,999456,240667,3b,,111N050,10710.0,,1,,,19v2,,355.468292739,7711.93691268,29424.0,117,80,3.9,0.8,40.827381,-73.944828,Hamilton Heights
3.0,105136,1,6.0,3.0,5.0,3,3050660071,997877,177739,17b,,310 019,31601.0,,1,,,19v2,,818.337845658,38959.2213002,105136.0,73,63,4.0,0.7,40.654099,-73.950946,Prospect Lefferts Gardens-Wingate
3.0,97685,1,13.0,3.0,3.0,1,1012360061,990818,227275,5d,,107S020,10409.0,,1,,,19v2,,405.404498958,10269.3184237,98000.0,103,88,3.5,0.0,40.790607,-73.976588,Upper West Side
3.0,34074,1,6.0,2.0,5.0,1,1020020011,996255,238413,5c,Y,111S020,10707.0,,1,,,19v2,,366.501822626,8092.96897625,34074.0,89,90,4.1,0.0,40.820504,-73.956005,Manhattanville
4.0,55764,1,6.0,2.0,5.0,1,1021760119,1001599,249077,3a,,112 014,10803.0,,1,,,19v2,,478.927302386,13913.9978202,65058.0,99,88,6.8,0.0,40.850567,-73.937124,Washington Heights South
3.0,43000,1,6.0,1.0,5.0,2,2030100017,1016271,243736,3d,,216 006,21106.0,,1,,,19v2,,398.981872589,9949.0076682,43000.0,90,6,6.2,0.1,40.835236,-73.884807,Crotona Park East
5.0,157748,1,19.0,3.0,5.0,1,1008400071,988548,213348,8d,,104 028,10306.0,,1,,,19v2,,392.16243586,9601.46284103,148918.0,92,76,11.3,0.2,40.752171,-73.983701,Midtown-Midtown South
6.0,26300,1,2.0,1.0,3.0,4,4008020090,1012268,222824,9c,,402 086,40502.0,,1,,,19v2,,697.100382244,25049.5204313,26300.0,31,56,1.0,0.2,40.778798,-73.898784,Steinway
4.0,59300,1,6.0,2.0,3.0,2,2024630021,1006577,242943,3b,,210N056,20907.0,,1,,,19v2,,485.494095882,14601.5031627,59290.0,97,90,4.2,0.5,40.833302,-73.918858,West Concourse
4.0,26178,1,9.0,3.0,5.0,1,1008950082,990411,212609,8d,,104 032,10307.0,,1,,,19v2,,283.819950982,4076.40583512,28010.0,94,26,7.9,0.7,40.750465,-73.977742,Murray Hill-Kips Bay
3.0,65352,1,6.0,2.0,5.0,1,1021790156,1001291,250613,3a,,112 021,10803.0,,1,,,19v2,,527.331267882,16816.4923083,66000.0,99,52,3.1,0.0,40.854468,-73.9381,Washington Heights North
3.0,38750,1,6.0,3.0,5.0,1,1020860020,996688,238767,6a,,111S020,10710.0,,1,,,19v2,,392.567319371,9587.13937734,38750.0,113,58,4.0,0.8,40.821591,-73.954588,Manhattanville
3.0,32645,1,10.0,1.0,5.0,2,2028090020,1010719,248769,3c,,215 044,21101.0,,1,,,19v2,,298.979332643,4865.69302077,34930.0,12,53,5.2,0.6,40.849702,-73.904557,Mount Hope
3.0,44100,1,6.0,1.0,5.0,2,2033310010,1017658,256483,3c,,214 068,21203.0,,1,,,19v2,,396.016295809,9273.7006586,47187.0,91,87,3.2,0.5,40.870886,-73.879224,Norwood
5.0,87802,1,12.0,3.0,5.0,1,1007870020,986779,213917,8d,,105N034,10304.0,,1,,,19v2,,358.628590138,7764.16460154,93948.0,106,88,7.5,0.0,40.753426,-73.990475,Midtown-Midtown South
3.0,54520,2,9.0,2.0,5.0,1,1018700056,992225,229534,5d,,107S035,10703.0,,1,,,19v2,,380.167769143,8918.98699597,54520.0,94,78,3.9,0.7,40.796792,-73.970861,Upper West Side
5.0,49815,1,11.0,3.0,5.0,1,1013950010,993042,217378,8c,,106E045,10509.0,,1,,,19v2,,326.427661167,6192.7970069,49815.0,95,66,14.7,0.1,40.763171,-73.968446,Upper East Side-Carnegie Hill
4.0,59333,1,7.0,3.0,3.0,3,3022900005,996456,201984,13a,,304 014,30804.0,,1,,,19v2,,478.23910688,13243.631854,53611.0,1,11,11.2,0.5,40.721172,-73.955695,North Side-South Side
3.0,547512,14,6.0,1.0,4.0,1,1021790170,1001112,250105,3a,,112 016,10803.0,,1,,,19v2,,1902.67108001,170119.254063,350000.0,95,67,4.2,0.3,40.852121,-73.938868,Washington Heights North
2.0,35200,1,5.0,1.0,5.0,1,1021390542,1000480,248130,3b,,112 004,10802.0,,1,,,19v2,,390.265634702,9501.63952258,35200.0,93,33,3.3,0.0,40.847514,-73.941319,Washington Heights South
8.0,125000,1,9.0,2.0,5.0,1,1008420034,986370,207466,12c,,102 034,10306.0,,1,,,19v2,,569.159397983,19131.3307175,120473.0,4,41,12.8,0.4,40.736518,-73.992725,Hudson Yards-Chelsea-Flatiron-Union Square
5.0,49183,1,8.0,3.0,5.0,1,1007730024,985149,210653,8d,,105S009,10304.0,,1,,,19v2,,324.257460675,6174.53741935,49183.0,113,72,9.9,0.2,40.744577,-73.996756,Hudson Yards-Chelsea-Flatiron-Union Square
3.0,139000,1,16.0,2.0,3.0,1,1014600001,995671,217412,8c,,106E065,10512.0,,1,,,19v2,,432.167090233,11670.8696411,139687.0,57,60,10.6,0.6,40.763272,-73.958995,Lenox Hill-Roosevelt Island
8.0,95116,2,5.0,2.0,5.0,1,1005810054,982544,204889,12a,,103 003,10208.0,,1,,,19v2,1.0,709.842411043,30825.7834952,133325.0,108,78,4.8,0.5,40.729412,-74.006148,West Village
3.0,46182,1,6.0,2.0,3.0,1,1021330046,1002329,247529,3b,,112 010,10801.0,,1,,,19v2,,406.042041624,10304.0441599,46182.0,99,58,4.5,0.5,40.845858,-73.93445,Washington Heights South
2.0,26460,1,5.0,1.0,5.0,2,2030010020,1015789,243298,3d,,216 005,21106.0,,1,,,19v2,,363.511023064,8036.40570478,25695.0,88,34,6.7,0.8,40.833772,-73.886714,Crotona Park East
2.0,26460,1,5.0,1.0,5.0,2,2030010020,1015789,243298,3d,,216 005,21106.0,,1,,,19v2,,363.511023064,8036.40570478,25695.0,88,37,6.7,0.8,40.833772,-73.886714,Crotona Park East
3.0,53298,1,8.0,3.0,5.0,1,1007930022,985256,208841,8d,,103 029,10305.0,,1,,,19v2,,381.400142468,7718.47278923,57029.0,110,14,5.4,0.1,40.739675,-73.996384,Hudson Yards-Chelsea-Flatiron-Union Square
4.0,184245,1,14.0,3.0,5.0,1,1014170035,994277,217394,8c,,106E055,10510.0,,1,,,19v2,,672.714906185,24643.3986262,161593.0,56,41,7.3,0.7,40.763774,-73.964103,Lenox Hill-Roosevelt Island
3.0,54400,1,7.0,1.0,5.0,1,1010460043,988511,218470,8c,,106W022,10403.0,,1,,,19v2,,411.616585631,10588.4804663,62171.0,58,94,3.6,0.4,40.766388,-73.984202,Clinton
3.0,6430,1,4.0,3.0,5.0,1,1012020108,992471,226242,5d,,107S024,10408.0,,1,,,19v2,,244.294267403,1975.30542907,25404.0,119,100,1.2,0.1,40.787276,-73.96998,Upper West Side
3.0,43290,1,6.0,3.0,5.0,1,1022480036,1004825,255588,3a,,112 056,10804.0,,1,,,19v2,,406.149608601,10309.0679401,46320.0,93,91,3.1,0.5,40.868,-73.925324,Marble Hill-Inwood
2.0,33984,1,5.0,1.0,3.0,2,2030900049,1016379,251180,3c,,214 024,21108.0,,1,,,19v2,,347.298286884,7364.92116088,36363.0,91,100,3.7,0.1,40.856229,-73.883704,Belmont
3.0,49914,1,6.0,3.0,5.0,1,1013200018,992326,213556,8d,,104 051,10506.0,,1,,,19v2,,413.34057112,10677.7078834,49914.0,81,34,4.6,1.0,40.752956,-73.971699,Turtle Bay-East Midtown
3.0,157300,1,15.0,2.0,3.0,1,1018940031,993296,232755,5c,,107N050,10703.0,,1,,,19v2,,471.164043141,13580.2346068,167786.0,95,94,2.5,0.4,40.805442,-73.967418,Morningside Heights
5.0,227053,3,17.0,2.0,3.0,1,1008610044,989003,210919,8d,,104 018,10306.0,,1,,,19v2,,667.385551971,21583.9532953,226589.0,94,80,9.8,0.0,40.745492,-73.982515,Midtown-Midtown South
3.0,60626,1,6.0,1.0,5.0,1,1021220100,1000633,244705,3b,,111N084,10801.0,,1,,,19v2,,489.722186913,14181.4141128,60626.0,108,40,4.1,0.9,40.83802,-73.940703,Washington Heights South
2.0,25315,1,5.0,2.0,5.0,1,1022290046,1006781,255483,3a,,112 066,10804.0,,1,,,19v2,,349.952566618,7472.06765019,25315.0,93,18,5.5,0.1,40.867682,-73.918639,Marble Hill-Inwood
2.0,45500,1,5.0,3.0,5.0,2,2024660044,1007098,243999,3b,,210N077,20907.0,,1,,,19v2,,436.00018265,11743.3564846,54600.0,95,43,4.1,0.6,40.836244,-73.917814,West Concourse
3.0,25017,1,6.0,3.0,5.0,1,1019770018,995497,234880,5c,,107N080,10707.0,,1,,,19v2,,314.48937348,5871.19699273,25017.0,112,81,3.9,0.8,40.810973,-73.959064,Morningside Heights
4.0,44500,1,3.0,1.0,3.0,2,2028920118,1011511,248057,3d,,215 045,21104.0,,1,,,19v2,,462.828639344,13310.6518235,23001.0,92,85,7.0,0.1,40.84724,-73.901221,Mount Hope
3.0,53525,1,5.0,1.0,5.0,1,1020090054,1000773,237514,6a,,111S033,10708.0,,1,,,19v2,,496.18551925,15101.3957932,61553.0,99,31,4.0,0.9,40.818636,-73.939853,Central Harlem North-Polo Grounds
3.0,46818,1,6.0,2.0,3.0,1,1021770154,1001001,248935,3a,,112 014,10803.0,,1,,,19v2,,409.408766299,10457.2147822,46818.0,109,28,4.3,0.0,40.850096,-73.939206,Washington Heights South
2.0,26730,1,5.0,3.0,5.0,1,1021770142,1001076,249169,3a,,112 014,10803.0,,1,,,19v2,,362.331324401,7982.3997791,26730.0,95,100,3.5,0.2,40.850535,-73.939488,Washington Heights South
8.0,48200,1,5.0,2.0,3.0,1,1012300001,990004,225759,5d,,107S014,10409.0,,1,,,19v2,1.0,508.391930019,15629.3890532,64880.0,124,66,9.9,0.0,40.786611,-73.97951,Upper West Side
3.0,272000,2,14.0,1.0,3.0,2,2030830001,1015143,248909,3c,,215 078,21108.0,,1,,,19v2,,1624.12849711,103641.690734,299200.0,60,9,5.4,1.3,40.849346,-73.887649,East Tremont
3.0,83837,1,20.0,3.0,5.0,1,1012170025,991790,226011,5d,,107S021,10408.0,,1,,,19v2,,375.799958912,8620.68241132,96412.0,89,65,3.9,0.6,40.786717,-73.972696,Upper West Side
5.0,59429,1,14.0,3.0,5.0,1,1012590054,989309,214450,8d,,104 040,10501.0,,1,,,19v2,,307.285611624,5172.62648716,59000.0,119,60,24.0,0.3,40.755255,-73.981087,Midtown-Midtown South
3.0,70322,2,14.0,2.0,3.0,1,1014910037,995195,222106,8c,,108S009,10513.0,,1,,,19v2,,340.007035649,7224.64082753,73045.0,90,38,5.9,0.5,40.776143,-73.960154,Upper East Side-Carnegie Hill
4.0,25202,1,7.0,3.0,5.0,1,1010640002,987152,218802,8c,,106W015,10404.0,,1,,,19v2,,290.244639506,4305.0583555,25202.0,99,7,13.3,0.7,40.767328,-73.989848,Clinton
2.0,27000,1,5.0,1.0,5.0,2,2025220005,1005016,245547,3b,,210N074,20908.0,,1,,,19v2,,335.382349269,6626.69703237,29700.0,94,20,5.7,0.1,40.840679,-73.92517,Highbridge
3.0,58321,1,12.0,3.0,5.0,1,1008870014,989364,210673,8d,,104 020,10307.0,,1,,,19v2,,375.315658561,8476.84520124,58321.0,89,89,5.0,0.5,40.744776,-73.981743,Murray Hill-Kips Bay
2.0,25190,1,5.0,3.0,5.0,1,1015450039,997500,221725,9a,,108S018,10515.0,,1,,,19v2,,359.46555079,7865.50687192,26953.0,80,94,3.5,0.0,40.775624,-73.952478,Yorkville
3.0,44820,1,6.0,3.0,5.0,1,1021390193,1000348,247014,3b,,112 003,10802.0,,1,,,19v2,,449.658942385,11246.9990787,45000.0,90,42,3.5,0.9,40.844179,-73.941427,Washington Heights South
8.0,121360,1,5.0,3.0,4.0,1,1014960026,995654,223299,8c,,108S021,10513.0,,1,,,19v2,,752.796970599,30695.8800007,121360.0,105,86,4.3,0.4,40.77928,-73.959134,Upper East Side-Carnegie Hill
2.0,143606,2,5.0,1.0,3.0,2,2025040094,1004751,242857,3b,,210S020,20908.0,,1,,,19v2,,785.944939081,38434.0430787,143606.0,93,29,4.7,1.0,40.833167,-73.926487,Highbridge
5.0,99109,1,16.0,3.0,5.0,1,1009960043,988587,214851,8d,,105N048,10401.0,,1,,,19v2,,354.988462526,7711.59815893,99301.0,86,50,8.3,0.6,40.756461,-73.983952,Midtown-Midtown South
5.0,99109,1,16.0,3.0,5.0,1,1009960043,988587,214851,8d,,105N048,10401.0,,1,,,19v2,,354.988462526,7711.59815893,101267.0,86,41,11.4,0.9,40.756461,-73.983952,Midtown-Midtown South
5.0,99109,1,16.0,3.0,5.0,1,1009960043,988587,214851,8d,,105N048,10401.0,,1,,,19v2,,354.988462526,7711.59815893,99109.0,86,6,12.3,0.9,40.756461,-73.983952,Midtown-Midtown South
2.0,27730,1,5.0,3.0,5.0,1,1021320110,1002717,247495,3b,,112 010,10801.0,,1,,,19v2,,365.410379106,8309.70490098,28870.0,112,1,7.2,1.7,40.845621,-73.932939,Washington Heights South
4.0,41053,1,12.0,3.0,5.0,1,1008830025,989122,209688,8d,,104 006,10307.0,,1,,,19v2,,303.280481876,5019.67881699,43032.0,31,76,5.0,0.5,40.742278,-73.982714,Gramercy
5.0,73732,1,16.0,3.0,5.0,1,1012720066,990736,217537,8c,,106W034,10502.0,,1,,,19v2,,321.706236019,5542.57394083,61971.0,93,43,16.9,0.3,40.763639,-73.97559,Midtown-Midtown South
4.0,49710,1,5.0,2.0,3.0,1,1021390310,1000589,247249,3b,,112 003,10802.0,,1,,,19v2,,468.559074591,13246.6985016,48610.0,97,9,5.6,0.1,40.845164,-73.940613,Washington Heights South
4.0,45383,1,6.0,2.0,3.0,3,3047920051,998827,180190,17b,,310 017,31506.0,,1,,,19v2,,404.695995764,10236.1540888,45383.0,91,7,5.2,1.0,40.661017,-73.94769,Prospect Lefferts Gardens-Wingate
5.0,111084,1,17.0,3.0,4.0,1,1013110058,992678,216456,8c,,106E044,10505.0,,1,,,19v2,,394.253039368,9001.80215434,111084.0,97,21,13.6,0.4,40.761069,-73.969487,Turtle Bay-East Midtown
5.0,111084,1,17.0,3.0,4.0,1,1013110058,992678,216456,8c,,106E044,10505.0,,1,,,19v2,,394.253039368,9001.80215434,106409.0,97,10,15.9,0.5,40.761069,-73.969487,Turtle Bay-East Midtown
3.0,90450,1,7.0,1.0,1.0,1,1006240001,982524,207680,12a,,103 013,10210.0,,1,,,19v2,,522.249149853,16277.1634777,84119.0,51,74,6.6,0.7,40.736458,-74.006502,West Village
8.0,125048,1,3.0,1.0,3.0,1,1020420035,999604,238097,6a,,111S024,10709.0,,1,,,19v2,1.0,916.72338997,46645.0050119,141725.0,61,87,4.9,0.3,40.819767,-73.944433,Central Harlem North-Polo Grounds
3.0,27612,1,4.0,2.0,5.0,1,1005450046,986232,204801,12c,,103 024,10207.0,,1,,,19v2,,367.859792829,5957.40146933,27612.0,109,77,4.9,0.6,40.728748,-73.992402,West Village
3.0,54030,1,6.0,2.0,3.0,1,1021770014,1000829,248310,3b,,112 014,10803.0,,1,,,19v2,,447.677357165,12271.9033896,54030.0,89,23,4.7,1.0,40.847999,-73.940296,Washington Heights South
3.0,58266,1,12.0,2.0,5.0,1,1011860091,989141,225102,5d,,107S015,10407.0,,1,,,19v2,,341.077221872,6867.97498624,63121.0,78,87,3.7,0.0,40.78477,-73.982176,Upper West Side
3.0,45369,1,6.0,2.0,5.0,1,1021430009,1001455,247089,3b,,112 006,10802.0,,1,,,19v2,,408.280876116,10417.041382,45369.0,94,35,3.6,1.0,40.844979,-73.937516,Washington Heights South
3.0,36694,1,7.0,3.0,5.0,1,1013910029,994607,221348,8c,,108S002,10508.0,,1,,,19v2,,331.802337744,6354.42965957,36694.0,99,84,3.3,0.0,40.774132,-73.962967,Upper East Side-Carnegie Hill
3.0,48000,1,12.0,3.0,5.0,1,1018870019,991659,229186,5d,,107S033,10703.0,,1,,,19v2,,312.071887944,5393.34635503,48000.0,99,83,3.1,0.6,40.795577,-73.972985,Upper West Side
3.0,73850,1,7.0,1.0,5.0,3,3023060015,996976,200887,13a,,304 018,30804.0,,1,1.0,,19v2,,552.732593184,17623.8934847,73850.0,8,64,7.9,0.2,40.718193,-73.953868,North Side-South Side
8.0,696400,5,3.0,1.0,5.0,2,2032510201,1014960,259860,1d,,213 043,21201.0,,1,,,19v2,1.0,5192.95740785,1145478.07898,345850.0,92,94,4.3,0.0,40.87759,-73.89104,Van Cortlandt Village
8.0,696400,5,3.0,1.0,5.0,2,2032510201,1014960,259860,1d,,213 043,21201.0,,1,,,19v2,1.0,5192.95740785,1145478.07898,438800.0,90,58,4.2,0.0,40.882178,-73.88691,Van Cortlandt Village
