LandUse,BldgArea,NumBldgs,NumFloors,ProxCode,LotType,BoroCode,BBL,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,PLUTOMapID,FIRM07_FLA,PFIRM15_FL,Version,DCPEdited,Shape_Leng,Shape_Area,Largest Property Use Type - Gross Floor Area (ft²),Building Age,ENERGY STAR Score,Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Latitude,Longitude,NTA
3.0,21070,1,4.0,1.0,5.0,4,4156610041,1051805,160312,25b,,408 003,46001.0,,1,1.0,1.0,19v2,,569.558718625,15658.6107413,21070.0,21,34,5.6,1.0,40.606699,-73.756389,Far Rockaway-Bayswater
3.0,94032,1,6.0,1.0,5.0,4,4158150071,1051604,155827,31a,,408 038,46003.0,,1,1.0,1.0,19v2,,1031.93913525,53150.1231812,94032.0,19,79,6.2,0.5,40.59382,-73.757729,Far Rockaway-Bayswater
8.0,154051,2,4.0,1.0,1.0,4,4158200001,1050543,155684,31a,,408 036,46003.0,,1,1.0,1.0,19v2,1.0,1930.35411646,147246.399972,167480.0,23,72,8.0,0.4,40.593834,-73.76174,Far Rockaway-Bayswater
6.0,70246,2,1.0,1.0,3.0,4,4161510036,1034617,153143,30c,,421 002,46203.0,,1,,1.0,19v2,,1188.88041949,65191.3102756,70246.0,22,18,9.2,0.4,40.586412,-73.818742,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
8.0,371401,2,6.0,1.0,5.0,5,5000060021,962826,172695,21c,,501 008,50101.0,,1,,,19v2,1.0,1928.35818112,152289.193448,182000.0,4,76,8.9,0.4,40.64112,-74.076847,West New Brighton-New Brighton-St. George
5.0,98280,1,5.0,1.0,3.0,5,5000070001,963170,173329,21c,,501 008,50101.0,,1,,,19v2,1.0,889.185408692,54479.5515691,79092.0,115,48,9.4,0.9,40.642197,-74.075201,West New Brighton-New Brighton-St. George
2.0,236523,32,3.0,1.0,5.0,5,5001690001,951939,172263,21a,,501 064,50104.0,,1,1.0,1.0,19v2,,3376.08075087,411791.309748,236523.0,12,71,2.1,0.8,40.63965,-74.11545,West New Brighton-New Brighton-St. George
3.0,107960,1,7.0,1.0,5.0,5,5002400003,956811,165609,21b,,501 051,50201.0,,1,,,19v2,,1116.63137459,59489.7727105,122151.0,54,79,3.9,0.0,40.621485,-74.097447,New Brighton-Silver Lake
3.0,107960,1,7.0,1.0,5.0,5,5002400016,956664,165452,21b,,501 051,50201.0,,1,,,19v2,,1220.95276736,75561.50363200002,122880.0,54,76,4.0,0.0,40.62099,-74.098059,New Brighton-Silver Lake
5.0,25900,3,3.0,3.0,4.0,5,5005210037,962734,167836,21c,,501 036,50301.0,,1,,1.0,19v2,,552.802681108,12606.5480199,13900.0,88,89,4.7,0.2,40.627056,-74.077213,Stapleton-Rosebank
8.0,51519,1,3.0,1.0,5.0,5,5005340075,962864,165490,21d,,501 038,50302.0,,1,,,19v2,1.0,844.598596004,42818.02516070001,69320.0,43,88,8.8,0.0,40.620534,-74.077266,Stapleton-Rosebank
8.0,56427,1,4.0,1.0,5.0,5,5005380012,961518,167449,21d,Y,501 031,50302.0,,1,,,19v2,,1040.78795217,46939.0817091,60377.0,18,100,4.5,0.0,40.626355,-74.082259,Stapleton-Rosebank
8.0,24500,2,2.0,1.0,1.0,5,5006100127,956774,162834,21b,,501 055,50303.0,,1,,,19v2,1.0,1783.06446882,124668.064671,31500.0,65,66,6.3,0.5,40.613721,-74.099626,Grymes Hill-Clifton-Fox Hills
8.0,24500,2,2.0,1.0,1.0,5,5006100127,956774,162834,21b,,501 055,50303.0,,1,,,19v2,1.0,1783.06446882,124668.064671,31606.0,66,50,6.4,0.5,40.613721,-74.099626,Grymes Hill-Clifton-Fox Hills
8.0,161500,1,14.0,1.0,5.0,5,5006200100,959020,163202,21b,,501 053,50303.0,,1,,,19v2,,734.273979522,33134.0822923,161500.0,51,100,3.2,0.0,40.612357,-74.092035,Grymes Hill-Clifton-Fox Hills
8.0,63263,1,5.0,1.0,5.0,5,5006310071,957840,162069,21b,,501 062,50303.0,,1,,,19v2,,1365.52547313,112756.863745,63263.0,14,2,18.0,0.3,40.610998,-74.0958,Grymes Hill-Clifton-Fox Hills
8.0,686130,52,3.0,1.0,5.0,5,5009550100,947850,154679,27a,Y,503 376,50405.0,,1,1.0,1.0,19v2,1.0,20238.5825768,8380455.59134,406800.0,89,69,5.3,0.0,40.596803,-74.124227,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
8.0,686130,52,3.0,1.0,5.0,5,5009550100,947850,154679,27a,Y,503 376,50405.0,,1,1.0,1.0,19v2,1.0,20238.5825768,8380455.59134,387149.0,51,70,5.6,0.0,40.596803,-74.124227,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
3.0,56100,1,6.0,1.0,3.0,5,5010350019,946985,170763,20c,Y,502 204,50501.0,,1,,,19v2,,739.800267563,28747.5629724,60027.0,25,81,5.4,0.5,40.635243,-74.133947,Port Richmond
6.0,42546,1,1.0,1.0,3.0,5,5011570031,943174,170837,20c,,502 237,50503.0,,1,,,19v2,,903.767538574,30067.0061094,42546.0,88,68,1.7,0.1,40.635383,-74.147703,Mariner's Harbor-Arlington-Port Ivory-Graniteville
6.0,28000,1,1.0,1.0,5.0,5,5014100183,932666,169544,20a,,502 273,50603.0,,1,1.0,1.0,19v2,,2283.79908603,304526.684058,27200.0,58,4,7.1,1.4,40.63158,-74.185002,Mariner's Harbor-Arlington-Port Ivory-Graniteville
8.0,185000,4,8.0,1.0,5.0,5,5022500002,947928,150335,27b,,504 426,51001.0,,1,1.0,1.0,19v2,,4223.64220261,815775.401815,211000.0,26,56,15.9,0.9,40.579571,-74.13169,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
8.0,418012,1,4.0,1.0,5.0,5,5023640001,940196,155046,26c,,504 436,51002.0,,1,,,19v2,1.0,2185.57682805,294428.476416,209050.0,44,92,4.6,0.0,40.593005,-74.158988,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
8.0,126000,1,4.0,1.0,5.0,5,5024500305,939556,151652,26c,Y,504 462,51002.0,,1,,,19v2,1.0,2170.30447191,295800.098903,107125.0,18,47,12.1,0.3,40.583139,-74.161862,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
5.0,135809,1,1.0,2.0,5.0,5,5024600001,937916,148729,26d,,504 460,51002.0,,1,,,19v2,,1648.90644944,168913.324429,139865.0,6,72,14.7,0.2,40.576081,-74.169783,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
3.0,71400,1,6.0,1.0,5.0,5,5028320017,966753,162104,21d,,501 046,51201.0,,1,,,19v2,,1228.91724963,48163.4150297,72000.0,20,42,6.7,0.8,40.611237,-74.064016,Stapleton-Rosebank
8.0,76623,1,3.0,1.0,1.0,5,5028520001,965102,162734,21d,,501 044,51201.0,,1,,,19v2,1.0,1525.63968899,143790.205885,70080.0,38,51,9.1,0.4,40.613216,-74.069889,Stapleton-Rosebank
3.0,76206,1,6.0,1.0,3.0,5,5028670266,962302,163932,21d,,503 308,51202.0,,1,,,19v2,,1108.66899696,60788.9118077,77730.0,46,30,6.6,0.8,40.616144,-74.079015,Grymes Hill-Clifton-Fox Hills
3.0,76206,1,6.0,1.0,3.0,5,5028670266,962302,163932,21d,,503 308,51202.0,,1,,,19v2,,1108.66899696,60788.9118077,76206.0,46,93,6.8,0.2,40.616144,-74.079015,Grymes Hill-Clifton-Fox Hills
3.0,326646,3,6.0,1.0,3.0,5,5028710001,961620,163974,21d,,503 308,51202.0,,1,,,19v2,,1984.53152387,206961.131461,324946.0,54,51,5.0,0.8,40.617098,-74.080763,Grymes Hill-Clifton-Fox Hills
3.0,326646,3,6.0,1.0,3.0,5,5028710001,961620,163974,21d,,503 308,51202.0,,1,,,19v2,,1984.53152387,206961.131461,326646.0,54,63,5.0,0.8,40.617098,-74.080763,Grymes Hill-Clifton-Fox Hills
3.0,297600,3,6.0,1.0,1.0,5,5029220150,961317,163231,21d,,503 307,51202.0,,1,,,19v2,,1834.2555563,143006.882006,297600.0,49,39,5.3,0.9,40.614116,-74.082395,Grymes Hill-Clifton-Fox Hills
8.0,76623,2,3.0,1.0,5.0,5,5030970014,964663,157103,27c,,503 313,51301.0,,1,,,19v2,1.0,1294.06341706,86910.62492260002,51680.0,88,73,5.8,0.4,40.597679,-74.071529,Grasmere-Arrochar-Ft. Wadsworth
8.0,76623,2,3.0,1.0,5.0,5,5030970014,964663,157103,27c,,503 313,51301.0,,1,,,19v2,1.0,1294.06341706,86910.62492260002,43645.0,94,37,6.9,0.5,40.597679,-74.071529,Grasmere-Arrochar-Ft. Wadsworth
2.0,30960,3,2.0,1.0,5.0,5,5031070012,967033,158079,27c,,503 314,51301.0,,1,,,19v2,,1058.06020719,54300.5640532,30960.0,50,19,2.1,1.2,40.600361,-74.062489,Grasmere-Arrochar-Ft. Wadsworth
8.0,180000,1,3.0,1.0,5.0,5,5043730001,947238,147249,27b,Y,504 447,51902.0,,1,,,19v2,1.0,1407.68272503,101495.858419,79375.0,55,88,5.0,0.4,40.571187,-74.132634,Oakwood-Oakwood Beach
5.0,61752,1,1.0,1.0,5.0,5,5046450415,944213,141316,33c,,504 449,52001.0,,1,,,19v2,,1237.88103174,91411.7017408,64148.0,18,83,24.2,0.0,40.553993,-74.144198,Great Kills
8.0,82900,1,2.0,1.0,3.0,5,5047160060,949728,143660,27b,Y,504 439,52101.0,,1,,1.0,19v2,1.0,2481.58875814,236530.419477,99700.0,62,84,3.7,0.4,40.561691,-74.124622,Oakwood-Oakwood Beach
2.0,43018,2,2.0,1.0,5.0,5,5050160005,946061,142095,33c,,504 435,52102.0,,1,,,19v2,,1276.08715515,87928.9321033,43018.0,43,70,5.2,0.5,40.556495,-74.138266,Oakwood-Oakwood Beach
8.0,109000,1,3.0,1.0,5.0,5,5070440001,924788,136755,33a,,505 565,52901.0,,1,,,19v2,1.0,1699.61132647,171123.470642,114125.0,22,53,9.5,0.3,40.542246,-74.214002,Rossville-Woodrow
8.0,68068,2,2.0,1.0,5.0,5,5070920039,923396,136605,33a,,505 545,52901.0,,1,,,19v2,1.0,1678.1542274,121829.265721,74816.0,4,90,5.0,0.0,40.541555,-74.217932,Charleston-Richmond Valley-Tottenville
5.0,349503,27,2.0,1.0,5.0,5,5071870001,920597,140429,32c,,505 577,52901.0,,1,1.0,1.0,19v2,,8442.09035003,3220021.81249,349503.0,48,100,3.0,0.0,40.548258,-74.225183,Charleston-Richmond Valley-Tottenville
5.0,155282,1,1.0,1.0,5.0,5,5074690200,920679,131970,32d,,599 999,53001.0,,1,,,19v2,,2934.03916367,533116.887527,146485.0,13,100,2.1,0.2,40.527654,-74.229887,Charleston-Richmond Valley-Tottenville
5.0,144760,1,1.0,1.0,5.0,5,5074810001,919788,131969,32d,,599 999,53001.0,,1,,,19v2,,2927.40582006,511515.060881,143876.0,13,72,14.9,0.3,40.527705,-74.230733,Charleston-Richmond Valley-Tottenville
5.0,70202,2,2.0,1.0,5.0,5,5074870050,918937,132021,32d,,505 564,53001.0,,1,,,19v2,,1902.89019126,192407.858486,69625.0,3,42,54.0,1.1,40.527981,-74.235183,Charleston-Richmond Valley-Tottenville
8.0,30600,1,3.0,2.0,5.0,3,3053340064,990042,173729,22c,,310A 31,31607.0,,1,,,19v2,,582.405263491,16486.0491765,46060.0,24,69,9.9,0.2,40.64382,-73.979626,Kensington-Ocean Parkway
3.0,90000,1,6.0,1.0,5.0,3,3053580063,991733,173048,22c,,310A051,31608.0,,1,,,19v2,,785.303561077,26542.2774231,88000.0,58,77,4.3,0.7,40.641747,-73.97379,Kensington-Ocean Parkway
3.0,73026,2,6.0,2.0,3.0,3,3053740010,991411,172640,22c,,310A052,31609.0,,1,,,19v2,,608.754664646,20721.4935846,73026.0,57,74,4.3,0.7,40.640341,-73.973545,Kensington-Ocean Parkway
3.0,88277,1,6.0,2.0,3.0,3,3053890010,991534,171755,22c,,310A053,31609.0,,1,,,19v2,,660.979430162,26297.0941258,102990.0,78,73,2.6,0.7,40.637951,-73.973088,Kensington-Ocean Parkway
3.0,43200,1,6.0,3.0,5.0,3,3053900080,991918,171641,22c,,310A053,31609.0,,1,,,19v2,,478.033139734,11937.5126214,43200.0,83,27,2.9,0.9,40.637706,-73.97302,Kensington-Ocean Parkway
3.0,65400,1,6.0,3.0,5.0,3,3053900084,991901,171736,22c,,310A053,31609.0,,1,,,19v2,,560.374407006,18672.3794301,71379.0,77,85,2.8,0.8,40.637959,-73.973067,Kensington-Ocean Parkway
4.0,60883,2,0.0,3.0,4.0,1,1019257501,997201,233088,6a,,17N 072,10705.0,,1,,,19v2,1.0,721.906573812,18180.630022,66976.0,16,21,6.5,0.8,40.806286,-73.952843,Central Harlem South
8.0,1066042,16,14.0,2.0,7.0,3,3072390001,994008,152645,28c,,318 017,32108.0,,1,,1.0,19v2,1.0,2725.3396523,452638.493804,836000.0,88,90,19.0,1.3,40.586552,-73.966168,Brighton Beach
8.0,1066042,16,14.0,2.0,7.0,3,3072390001,994008,152645,28c,,318 017,32108.0,,1,,1.0,19v2,1.0,2725.3396523,452638.493804,842000.0,88,91,18.8,1.3,40.586552,-73.966168,Brighton Beach
3.0,186000,2,6.0,1.0,3.0,3,3060580001,973050,166495,22b,,311 007,31807.0,,1,,,19v2,,935.192134933,56024.6266721,186000.0,99,37,5.1,0.7,40.624055,-74.040822,Bay Ridge
4.0,98860,1,12.0,3.0,5.0,1,1019287506,997531,233825,6a,,107N085,10705.0,,1,,,19v2,,453.582701233,12003.2167167,98922.0,11,21,9.2,0.5,40.808511,-73.952371,Central Harlem South
3.0,81000,1,14.0,2.0,5.0,1,1014870039,997851,219370,9a,,108S016,10512.0,,1,,,19v2,,407.681526999,10494.1925883,86786.0,55,18,6.5,0.9,40.769146,-73.951179,Lenox Hill-Roosevelt Island
3.0,63720,1,6.0,2.0,3.0,1,1021100037,1001419,243594,3b,,111N085,10801.0,,1,,,19v2,,477.570144712,14129.7806886,63720.0,91,100,3.8,0.0,40.835098,-73.938226,Washington Heights South
3.0,54000,1,6.0,2.0,5.0,1,1018270053,996291,231216,6b,Y,107N057,10701.0,,1,,,19v2,,505.619877806,15437.5394299,54000.0,17,55,4.8,0.7,40.801366,-73.956093,Central Harlem South
5.0,155026,1,12.0,3.0,3.0,1,1000680011,982188,197132,12b,,101S012,10102.0,,1,,1.0,19v2,,636.787456681,14996.2601219,136426.0,94,71,13.6,0.1,40.707657,-74.007758,Battery Park City-Lower Manhattan
5.0,24044,1,5.0,3.0,5.0,1,1002310032,983940,201874,12a,Y,101N046,10105.0,,1,,,19v2,,322.299600394,5539.95309508,20000.0,104,69,14.8,0.1,40.720574,-74.000898,SoHo-TriBeCa-Civic Center-Little Italy
3.0,101231,1,6.0,1.0,3.0,1,1008170001,985407,208205,8d,,102 033,10306.0,,1,,,19v2,,558.545554831,18091.5101953,91875.0,45,51,7.5,0.5,40.737935,-73.996063,Hudson Yards-Chelsea-Flatiron-Union Square
5.0,597553,2,29.0,3.0,3.0,1,1013230047,992412,214486,8d,,104 051,10506.0,,1,,,19v2,,785.341593419,26304.2352155,597523.0,39,78,11.9,0.1,40.755506,-73.97098,Turtle Bay-East Midtown
4.0,172176,1,16.0,2.0,3.0,1,1018760001,992836,230862,5d,,107S043,10703.0,,1,,,19v2,,524.064480593,14644.1324369,170826.0,92,95,3.5,0.4,40.800253,-73.969064,Upper West Side
3.0,33234,1,6.0,1.0,3.0,3,3017630024,996845,191702,17a,,303 053,30609.0,,1,,,19v2,,478.219532814,12397.2950391,33234.0,11,91,4.9,0.3,40.692742,-73.954798,Bedford
5.0,42568,1,26.0,1.0,5.0,1,1000390038,982245,196340,12b,,101S006,10101.0,,1,1.0,1.0,19v2,,221.726812173,2923.76401893,42560.0,9,32,18.1,0.4,40.705431,-74.007055,Battery Park City-Lower Manhattan
5.0,35561,1,11.0,3.0,3.0,1,1005640022,986649,206491,12c,,103 026,10207.0,,1,,,19v2,,257.781435855,3633.58541537,35571.0,112,45,8.6,0.0,40.733441,-73.991387,West Village
5.0,35561,1,11.0,3.0,3.0,1,1005640022,986649,206491,12c,,103 026,10207.0,,1,,,19v2,,257.781435855,3633.58541537,35571.0,112,46,8.7,0.0,40.733441,-73.991387,West Village
8.0,94405,1,3.0,1.0,5.0,3,3001910001,989014,188819,16c,,301 062,30105.0,,1,,,19v2,1.0,924.706946481,52054.432624,104400.0,55,81,2.3,0.1,40.685264,-73.982639,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
3.0,184816,1,14.0,2.0,3.0,1,1015590010,997734,220568,9a,,108S015,10516.0,,1,,,19v2,,622.58172,21682.7496502,197101.0,59,64,4.8,0.0,40.772045,-73.951957,Yorkville
3.0,25056,1,6.0,3.0,5.0,1,1012390058,991280,227887,5d,,107S027,10409.0,,1,,,19v2,,395.125417938,6219.90765805,25056.0,109,49,4.2,0.0,40.792569,-73.974796,Upper West Side
5.0,190325,1,25.0,3.0,5.0,1,1008050003,986352,211812,8d,,105S023,10305.0,,1,,,19v2,,355.242174036,7638.06115442,190325.0,91,48,9.2,0.0,40.748038,-73.99276,Midtown-Midtown South
2.0,36450,1,6.0,3.0,5.0,3,3024370011,997053,197625,13b,,303 016,30806.0,,1,,,19v2,,349.57048328,7514.42636881,36450.0,94,72,4.4,0.8,40.70927,-73.953665,North Side-South Side
3.0,44574,1,6.0,1.0,3.0,1,1021390175,1000418,246769,3b,,112 003,10802.0,,1,,,19v2,,397.675610834,9867.90789139,44574.0,73,93,3.4,0.7,40.843715,-73.94142,Washington Heights South
3.0,128114,1,15.0,3.0,5.0,1,1013690007,994799,215509,8d,,106E062,10507.0,,1,,,19v2,,439.079383314,11554.9732541,136655.0,92,86,3.8,0.0,40.758053,-73.962294,Turtle Bay-East Midtown
2.0,28835,1,5.0,3.0,5.0,1,1021770046,1000597,248435,3b,,112 014,10803.0,,1,,,19v2,,355.860840409,7694.35965509,28835.0,103,36,2.6,1.2,40.84856,-73.941225,Washington Heights South
4.0,44295,1,5.0,2.0,3.0,1,1021800013,1001513,249614,3a,,112 017,10803.0,,1,,,19v2,,488.062784671,14377.024277,44295.0,94,44,5.2,0.0,40.851887,-73.9379,Washington Heights North
2.0,36667,1,5.0,1.0,5.0,2,2025210005,1005444,245876,3b,,210N073,20908.0,,1,,,19v2,,402.191757554,10109.5753996,36667.0,93,10,4.7,1.0,40.841647,-73.923608,Highbridge
2.0,25370,1,5.0,1.0,5.0,2,2029310013,1011232,242714,3d,,210N088,21105.0,,1,,,19v2,,523.055170308,10575.8520027,25370.0,105,33,4.9,1.0,40.833056,-73.902872,Morrisania-Melrose
5.0,93722,1,11.0,2.0,4.0,1,1008210055,986332,208884,8d,,102 041,10306.0,,1,,,19v2,,540.952354028,9918.80652414,97306.0,113,77,10.6,0.4,40.740048,-73.991855,Hudson Yards-Chelsea-Flatiron-Union Square
2.0,42720,1,4.0,1.0,3.0,3,3064610036,981378,159270,28a,,312 003,31908.0,,1,,,19v2,,523.41417607,16810.9819727,45710.0,93,4,5.3,1.0,40.604206,-74.010462,Bath Beach
5.0,1088389,1,46.0,2.0,3.0,1,1012950001,990413,212841,8d,,104 043,10504.0,,1,,,19v2,,988.345532063,56721.5570008,1208216.0,37,58,14.6,0.0,40.750992,-73.978485,Murray Hill-Kips Bay
5.0,655775,1,10.0,1.0,3.0,1,1000940025,983351,197986,12b,,101S023,10103.0,,1,,,19v2,1.0,1269.17913359,90419.8516415,594000.0,49,72,18.0,0.3,40.710353,-74.004007,Battery Park City-Lower Manhattan
5.0,28500,1,4.0,3.0,3.0,1,1017860004,1001665,231235,6b,,108N083,10610.0,,1,,,19v2,,511.548113878,8845.14834627,28500.0,119,30,12.5,0.1,40.801426,-73.937466,East Harlem North
3.0,55039,1,8.0,1.0,5.0,2,2024070023,1007923,239468,6a,,210S010,20905.0,,1,,,19v2,,501.962855168,10607.7077089,55039.0,13,14,7.5,0.8,40.823854,-73.914032,Morrisania-Melrose
4.0,81120,1,6.0,1.0,3.0,3,3066040001,990675,161765,22d,,313 071,32003.0,,1,,,19v2,,629.024155935,23918.4331911,81110.0,88,61,4.3,0.9,40.610956,-73.976669,Bensonhurst East
3.0,105273,1,7.0,1.0,3.0,1,1018270001,996166,231207,5d,Y,107N057,10701.0,,1,,,19v2,,943.948417179,42021.5718683,105273.0,34,98,5.9,0.1,40.801322,-73.957617,Central Harlem South
5.0,159600,1,1.0,1.0,5.0,5,5071050520,922026,138778,32c,Y,505 583,52901.0,,1,,,19v2,,3302.29742939,474782.927629,116518.0,7,87,10.8,0.1,40.54843,-74.224464,Charleston-Richmond Valley-Tottenville
4.0,31875,1,5.0,1.0,3.0,2,2025140036,1004207,243292,3b,,210S041,20908.0,,1,,,19v2,,354.125155393,7773.87804347,30375.0,93,98,8.3,0.2,40.834433,-73.927617,Highbridge
8.0,134957,4,4.0,1.0,1.0,2,2031090001,1015591,247565,3d,,215 089,21108.0,,1,,,19v2,1.0,1634.4035919,154808.73239,148475.0,48,32,6.5,0.0,40.845878,-73.886184,East Tremont
8.0,134957,4,4.0,1.0,1.0,2,2031090001,1015591,247565,3d,,215 089,21108.0,,1,,,19v2,1.0,1634.4035919,154808.73239,309600.0,48,97,3.2,0.0,40.845878,-73.886184,East Tremont
4.0,94061,2,6.0,1.0,3.0,2,2029650051,1013595,243279,3d,,216 002,21105.0,,1,,,19v2,,701.107177797,25394.1822541,96882.0,14,1,9.6,1.1,40.83457,-73.894461,Crotona Park East
3.0,41250,1,11.0,1.0,3.0,2,2028010031,1010231,248526,3d,Y,215 043,21101.0,,1,,,19v2,,328.682660906,4214.41968296,44138.0,105,15,6.2,0.9,40.848866,-73.906489,Mount Hope
4.0,281902,1,31.0,3.0,3.0,1,1015770001,998267,220608,9a,,108S020,10516.0,,1,,,19v2,,658.743905284,22534.6624154,205415.0,47,8,10.0,1.0,40.772362,-73.949715,Yorkville
3.0,49100,1,5.0,1.0,5.0,3,3023070027,997302,200491,13a,,304 018,30804.0,,1,1.0,,19v2,,423.323182456,11177.8691166,33436.0,4,93,8.0,0.2,40.716818,-73.953079,North Side-South Side
4.0,76024,1,10.0,2.0,3.0,1,1009160001,990576,211214,8d,,104 022,10308.0,,1,,,19v2,,453.567936543,10174.4261177,76024.0,103,100,4.6,0.1,40.746345,-73.977502,Murray Hill-Kips Bay
4.0,136785,1,16.0,2.0,3.0,1,1006190033,982935,206516,12a,,103 012,10210.0,,1,,,19v2,,451.782352634,12508.3131944,130647.0,89,100,5.5,0.0,40.733376,-74.004442,West Village
3.0,110377,1,6.0,2.0,5.0,3,3051560048,993795,172182,22c,,310A071,31603.0,,1,,,19v2,,987.204933827,30382.5245072,110377.0,58,97,3.7,0.5,40.639255,-73.965936,Flatbush
8.0,173369,1,10.0,2.0,5.0,2,2032200090,1011189,255121,3c,,214 038,21111.0,,1,,,19v2,,834.269909035,34058.3028892,173369.0,48,59,13.3,1.1,40.866698,-73.902309,Kingsbridge Heights
4.0,34809,1,5.0,1.0,3.0,3,3010480001,987190,181560,16d,,306 033,30404.0,,1,,,19v2,,402.832328392,10136.6935255,34809.0,11,6,9.9,0.7,40.66505,-73.989731,Park Slope-Gowanus
8.0,98000,1,4.0,1.0,5.0,3,3057350032,981543,169673,22a,,306A032,31709.0,,1,,,19v2,1.0,721.387689049,32110.909499,110400.0,19,17,11.1,0.5,40.632379,-74.009223,Sunset Park East
5.0,85606,1,5.0,1.0,3.0,3,3067790022,996163,161358,22d,,313 034,32008.0,,1,,,19v2,,551.987394534,16974.5322511,44536.0,2,60,12.1,0.1,40.6092,-73.957275,Madison
3.0,62722,1,6.0,2.0,3.0,3,3013040024,996395,181702,17b,,307 053,30504.0,,1,,,19v2,,483.225003681,14258.5157461,72130.0,82,75,2.7,0.6,40.665478,-73.955938,Crown Heights South
4.0,58594,1,14.0,3.0,5.0,1,1008207504,986309,208646,8d,,102 041,10306.0,,1,,,19v2,,321.167485681,6142.67386934,58594.0,113,11,12.6,0.3,40.739422,-73.992191,Hudson Yards-Chelsea-Flatiron-Union Square
3.0,293303,1,20.0,2.0,3.0,1,1015250001,996246,221460,8c,Y,108S013,10514.0,,1,,,19v2,,684.348332788,22623.7080326,302102.0,56,36,6.5,0.0,40.774149,-73.956952,Yorkville
3.0,293303,1,20.0,2.0,3.0,1,1015250001,996246,221460,8c,Y,108S013,10514.0,,1,,,19v2,,684.348332788,22623.7080326,307968.0,56,38,6.3,0.0,40.774149,-73.956952,Yorkville
3.0,44178,1,6.0,3.0,5.0,3,3051220021,994869,174567,22c,,310A062,31603.0,,1,,,19v2,,406.878065231,10345.3098182,47270.0,84,61,3.5,0.7,40.645918,-73.961453,Flatbush
3.0,75043,1,6.0,2.0,5.0,3,3050820067,995434,176419,16d,,310 005,31602.0,,1,,,19v2,,585.214714068,20677.6384552,75043.0,75,100,4.1,0.1,40.651111,-73.960138,Flatbush
2.0,46000,2,5.0,1.0,5.0,2,2031110049,1016373,248302,3d,,215 092,21108.0,,1,,,19v2,,454.286076434,12773.7579292,55200.0,88,92,3.0,0.6,40.84822,-73.884159,East Tremont
3.0,83000,1,8.0,2.0,5.0,3,3033070004,1006768,193297,13b,,309 040,31105.0,,1,,,19v2,,656.698718592,23321.9170211,83000.0,23,83,3.7,0.6,40.697004,-73.919201,Bushwick North
3.0,42303,1,6.0,1.0,5.0,4,4008480042,1009977,223330,9c,,402 060,40601.0,,1,,,19v2,,539.030706798,14122.5327957,42303.0,7,92,7.4,0.1,40.779392,-73.906738,Steinway
3.0,77701,1,6.0,1.0,5.0,4,4114340075,1026665,182046,18b,,418 072,45002.0,,1,,,19v2,,910.134552071,47175.3406564,83140.0,58,28,5.8,0.8,40.666379,-73.847686,Lindenwood-Howard Beach
3.0,74718,2,7.0,1.0,3.0,3,3046280036,1005383,179404,17b,,316 047,31501.0,,1,,,19v2,,673.734113386,23389.5427066,73039.0,69,68,4.7,0.7,40.658838,-73.923648,Rugby-Remsen Village
8.0,54430,3,1.5,1.0,3.0,2,2043600001,1023167,252766,4a,,220 035,21601.0,,1,,,19v2,,1535.25553914,105224.376814,55840.0,49,27,5.3,0.8,40.85969,-73.859256,Bronxdale
3.0,49326,1,6.0,1.0,5.0,3,3054880015,986839,168221,22c,,310A004,31702.0,,1,,,19v2,,428.320169178,11450.848076,49336.0,88,47,3.3,0.9,40.628591,-73.99054,Borough Park
3.0,109896,1,16.0,3.0,5.0,1,1011950014,991715,224506,5d,,107S010,10408.0,,1,,,19v2,,413.652135156,10682.5866347,120741.0,92,81,3.5,0.6,40.782421,-73.972622,Upper West Side
2.0,54240,2,5.0,2.0,5.0,1,1021370131,1000105,244808,3b,,111N082,10802.0,,1,,,19v2,,504.845905809,15264.2060546,54240.0,94,89,4.4,0.7,40.838619,-73.942166,Washington Heights South
4.0,132955,1,13.0,3.0,5.0,1,1008650024,989376,211890,8d,,104 029,10306.0,,1,,,19v2,,517.093922959,15910.6961616,126844.0,64,76,5.5,0.5,40.748281,-73.982092,Murray Hill-Kips Bay
5.0,178460,1,13.0,2.0,5.0,1,1007290163,984765,213631,8d,,105S018,10302.0,,1,,,19v2,,468.999126168,13471.9791928,197424.0,106,79,9.0,0.0,40.753099,-73.997704,Hudson Yards-Chelsea-Flatiron-Union Square
4.0,91274,1,10.0,2.0,3.0,1,1020730001,997596,239454,6a,,111S031,10710.0,,1,,,19v2,,408.579692727,10433.5804501,99110.0,37,38,4.5,1.0,40.823978,-73.95223,Hamilton Heights
